Player,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Jan Bednarek,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,4-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Starter,D,CB,25,Poland,Southampton
Oleksandr Zinchenko,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,3-yrs,3744541,2052297,3120000,1710000,4239278,2323451,Reserve,D,LB,25,Ukraine,Manchester City
Christian Nörgaard,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,4-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Starter,M,DM,27,Denmark,Brentford
Adam Forshaw,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,2-yrs,2496361,1368198,2080000,1140000,2826185,1548967,Reserve,M,CM,30,England,Leeds
Joe Willock,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,6-yrs,7489082,4104593,6240000,3420000,8478556,4646901,Starter,M,CM,22,England,Newcastle
Trevoh Chalobah,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,5-yrs,6240902,3420494,5200000,2850000,7065464,3872418,Reserve,D,CB,22,England,Chelsea
Grant Hanley,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,4-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Starter,D,CB,30,Scotland,Norwich
Tahith Chong,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,1-yr,1248180,684099,1040000,570000,1413093,774484,Reserve,F,RW,22,Netherlands,Manchester United
Emile Smith Rowe,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,5-yrs,6240902,3420494,5200000,2850000,7065464,3872418,Reserve,F,AM,21,England,Arsenal
Danny Ward,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,4-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Reserve,K,GK,28,Wales,Leicester
Saïd Benrahma,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,5-yrs,6240902,3420494,5200000,2850000,7065464,3872418,Starter,F,LW,26,Algeria,West Ham
Mathias Jensen,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,2-yrs,2496361,1368198,2080000,1140000,2826185,1548967,Starter,M,CM,26,Denmark,Brentford
Kyle Walker-Peters,24003.46153846154,1248180,13155.75,684099,20000,1040000,10961.538461538461,570000,27174.865384615383,1413093,14893.923076923076,774484,4-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Starter,D,RB,24,England,Southampton
Christoph Zimmermann,23311.05769230769,1212175,12924.942307692309,672097,19423.076923076922,1010000,10769.23076923077,560000,26390.96153846154,1372330,14632.615384615385,760896,2-yrs,2424350,1344194,2020000,1120000,2744661,1521792,Reserve,D,CB,29,Germany,Norwich
Robin Olsen,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.673076923078,1358743,14371.326923076924,747309,1-yr,1200173,660095,1000000,550000,1358743,747309,Reserve,K,GK,32,Sweden,Aston Villa
Dan Burn,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.673076923078,1358743,14371.326923076924,747309,3-yrs,3600520,1980286,3000000,1650000,4076229,2241926,Reserve,D,CB,29,England,Newcastle
Ben Johnson,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.673076923078,1358743,14371.326923076924,747309,1-yr,1200173,660095,1000000,550000,1358743,747309,Reserve,D,RB,22,England,West Ham
Wesley Fofana,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.673076923078,1358743,14371.326923076924,747309,4-yrs,4800694,2640381,4000000,2200000,5434972,2989235,Reserve,D,CB,21,France,Leicester
Hee-chan Hwang,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.673076923078,1358743,14371.326923076924,747309,1-yr,1200173,660095,1000000,550000,1358743,747309,Reserve,F,CF,26,South Korea,Wolverhampton
Christos Tzolis,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.673076923078,1358743,14371.326923076924,747309,5-yrs,6000867,3300477,5000000,2750000,6793715,3736543,Reserve,F,LW,20,Greece,Norwich
Kiernan Dewsbury-Hall,22387.846153846152,1164168,12232.538461538461,636092,18653.846153846152,970000,10192.307692307691,530000,25345.78846153846,1317981,13848.73076923077,720134,3-yrs,3492505,1908276,2910000,1590000,3953942,2160401,Starter,M,CM,23,England,Leicester
Frank Onyeka,22157.03846153846,1152166,12232.538461538461,636092,18461.53846153846,960000,10192.307692307691,530000,25084.48076923077,1304393,13848.73076923077,720134,5-yrs,5760832,3180460,4800000,2650000,6521966,3600669,Starter,M,CM,24,Nigeria,Brentford
Chiquinho,21926.25,1140165,12001.73076923077,624090,18269.23076923077,950000,10000,520000,24823.19230769231,1290806,13587.423076923076,706546,5-yrs,5700824,3120451,4750000,2600000,6454029,3532732,Reserve,F,LW,21,Portugal,Wolverhampton
Joshua Da Silva,21695.44230769231,1128163,12001.73076923077,624090,18076.923076923078,940000,10000,520000,24561.884615384617,1277218,13587.423076923076,706546,3-yrs,3384489,1872271,2820000,1560000,3831655,2119639,Reserve,M,DM,23,England,Brentford
Asmir Begovic,21695.44230769231,1128163,12001.73076923077,624090,18076.923076923078,940000,10000,520000,24561.884615384617,1277218,13587.423076923076,706546,1-yr,1128163,624090,940000,520000,1277218,706546,Reserve,K,GK,34,Bosnia-Herzegovina,Everton
Jaroslaw Jach,21003.03846153846,1092158,11540.134615384615,600087,17500,910000,9615.384615384615,500000,23778,1236456,13064.846153846154,679372,1-yr,1092158,600087,910000,500000,1236456,679372,Reserve,D,CB,27,Poland,Crystal Palace
Will Smallbone,20772.23076923077,1080156,11540.134615384615,600087,17307.69230769231,900000,9615.384615384615,500000,23516.71153846154,1222869,13064.846153846154,679372,3-yrs,3240468,1800260,2700000,1500000,3668606,2038114,Reserve,M,CM,21,Ireland,Southampton
Willy Caballero,20541.423076923078,1068154,11309.326923076924,588085,17115.384615384617,890000,9423.076923076924,490000,23255.403846153848,1209281,12803.538461538461,665784,1-yr,1068154,588085,890000,490000,1209281,665784,Reserve,K,GK,40,Argentina,Southampton
Michael McGovern,20310.634615384617,1056153,11078.51923076923,576083,16923.076923076922,880000,9230.76923076923,480000,22994.115384615383,1195694,12542.25,652197,2-yrs,2112305,1152166,1760000,960000,2391388,1304393,Reserve,K,GK,37,Northern Ireland,Norwich
Cucho Hernández,20079.826923076922,1044151,11078.51923076923,576083,16730.76923076923,870000,9230.76923076923,480000,22732.80769230769,1182106,12542.25,652197,1-yr,1044151,576083,870000,480000,1182106,652197,Reserve,F,CF,22,Colombia,Watford
Conor Coady,19849.01923076923,1032149,10847.711538461539,564081,16538.46153846154,860000,9038.461538461539,470000,22471.51923076923,1168519,12280.942307692309,638609,4-yrs,4128596,2256326,3440000,1880000,4674076,2554437,Starter,D,CB,28,England,Wolverhampton
Oghenekaro Etebo,19849.01923076923,1032149,10847.711538461539,564081,16538.46153846154,860000,9038.461538461539,470000,22471.51923076923,1168519,12280.942307692309,638609,1-yr,1032149,564081,860000,470000,1168519,638609,Reserve,M,CM,26,Nigeria,Watford
Joe Gelhardt,19849.01923076923,1032149,10847.711538461539,564081,16538.46153846154,860000,9038.461538461539,470000,22471.51923076923,1168519,12280.942307692309,638609,3-yrs,3096447,1692244,2580000,1410000,3505557,1915828,Reserve,F,CF,19,England,Leeds
Rob Elliot,19618.21153846154,1020147,10847.711538461539,564081,16346.153846153846,850000,9038.461538461539,470000,22210.23076923077,1154932,12280.942307692309,638609,2-yrs,2040295,1128163,1700000,940000,2309863,1277218,Reserve,K,GK,35,Ireland,Watford
Jason Steele,19156.615384615383,996144,10616.923076923076,552080,15961.538461538461,830000,8846.153846153846,460000,21687.634615384617,1127757,12019.653846153846,625022,2-yrs,1992288,1104160,1660000,920000,2255513,1250044,Reserve,K,GK,31,England,Brighton
Nathan Patterson,18695,972140,10386.115384615385,540078,15576.923076923076,810000,8653.846153846154,450000,21165.03846153846,1100582,11758.346153846154,611434,6-yrs,5832843,3240468,4860000,2700000,6603491,3668606,Reserve,D,RB,20,Scotland,Everton
Jack Harrison,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,3-yrs,2808406,1548224,2340000,1290000,3179459,1752778,Starter,F,LW,25,England,Leeds
Steven Alzate,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,3-yrs,2808406,1548224,2340000,1290000,3179459,1752778,Starter,M,CM,23,Colombia,Brighton
Harvey Elliott,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,5-yrs,4680676,2580373,3900000,2150000,5299098,2921297,Reserve,F,RW,18,England,Liverpool
Sergi Canós,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,2-yrs,1872271,1032149,1560000,860000,2119639,1168519,Starter,F,RW,25,Spain,Brentford
Jarrad Branthwaite,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,4-yrs,3744541,2064298,3120000,1720000,4239278,2337038,Reserve,D,CB,19,England,Everton
Ethan Pinnock,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,4-yrs,3744541,2064298,3120000,1720000,4239278,2337038,Starter,D,CB,28,Jamaica,Brentford
Max Kilman,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,5-yrs,4680676,2580373,3900000,2150000,5299098,2921297,Starter,D,CB,24,England,Wolverhampton
Saman Ghoddos,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,2-yrs,1872271,1032149,1560000,860000,2119639,1168519,Starter,F,AM,28,Iran,Brentford
Jonjoe Kenny,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,1-yr,936135,516075,780000,430000,1059820,584259,Reserve,D,RB,24,England,Everton
Oliver Skipp,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,3-yrs,2808406,1548224,2340000,1290000,3179459,1752778,Reserve,M,DM,21,England,Tottenham
Ken Sema,18002.596153846152,936135,9924.51923076923,516075,15000,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,2-yrs,1872271,1032149,1560000,860000,2119639,1168519,Reserve,M,LM,28,Sweden,Watford
Edo Kayembe,17771.80769230769,924134,9693.711538461539,504073,14807.692307692309,770000,8076.923076923077,420000,20119.846153846152,1046232,10974.461538461539,570672,5-yrs,4620668,2520364,3850000,2100000,5231161,2853360,Starter,M,DM,23,Democratic Republic of the Congo,Watford
Samuel Kalu,16848.596153846152,876127,9232.096153846154,480069,14038.461538461539,730000,7692.307692307692,400000,19074.653846153848,991882,10451.865384615385,543497,4-yrs,3504506,1920277,2920000,1600000,3967530,2173989,Reserve,F,RW,24,Nigeria,Watford
Kayky,16156.173076923076,840121,9001.307692307691,468068,13461.538461538461,700000,7500,390000,18290.76923076923,951120,10190.576923076924,529910,5-yrs,4200607,2340338,3500000,1950000,4755600,2649549,Reserve,F,RW,18,Brazil,Manchester City
Cole Palmer,16156.173076923076,840121,9001.307692307691,468068,13461.538461538461,700000,7500,390000,18290.76923076923,951120,10190.576923076924,529910,5-yrs,4200607,2340338,3500000,1950000,4755600,2649549,Reserve,F,AM,19,England,Manchester City
Emmanuel Dennis,15694.576923076924,816118,8539.692307692309,444064,13076.923076923076,680000,7115.384615384615,370000,17768.173076923078,923945,9667.98076923077,502735,5-yrs,4080590,2220321,3400000,1850000,4619726,2513675,Starter,F,CF,24,Nigeria,Watford
Matija Sarkic,15002.173076923076,780113,8308.884615384615,432062,12500,650000,6923.076923076923,360000,16984.28846153846,883183,9406.673076923076,489147,2-yrs,1560225,864125,1300000,720000,1766366,978295,Reserve,K,GK,24,Montenegro,Wolverhampton
João Pedro,15002.173076923076,780113,8308.884615384615,432062,12500,650000,6923.076923076923,360000,16984.28846153846,883183,9406.673076923076,489147,4-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Reserve,F,CF,20,Brazil,Watford
Nathan Tella,15002.173076923076,780113,8308.884615384615,432062,12500,650000,6923.076923076923,360000,16984.28846153846,883183,9406.673076923076,489147,4-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Reserve,F,RW,22,England,Southampton
Andrew Omobamidele,14540.557692307691,756109,8078.096153846154,420061,12115.384615384615,630000,6730.7692307692305,350000,16461.69230769231,856008,9145.384615384615,475560,3-yrs,2268328,1260182,1890000,1050000,2568024,1426680,Reserve,D,CB,19,Ireland,Norwich
Josh Sargent,14540.557692307691,756109,8078.096153846154,420061,12115.384615384615,630000,6730.7692307692305,350000,16461.69230769231,856008,9145.384615384615,475560,4-yrs,3024437,1680243,2520000,1400000,3424032,1902240,Reserve,F,CF,21,United States,Norwich
Shandon Baptiste,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,3-yrs,2232323,1224177,1860000,1020000,2527262,1385918,Reserve,M,CM,23,Grenada,Brentford
Rico Henry,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,2-yrs,1488215,816118,1240000,680000,1684841,923945,Starter,D,LB,24,England,Brentford
Yoane Wissa,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,4-yrs,2976430,1632236,2480000,1360000,3369683,1847890,Reserve,F,LW,25,Democratic Republic of the Congo,Brentford
Wayne Hennessey,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,2-yrs,1488215,816118,1240000,680000,1684841,923945,Reserve,K,GK,35,Wales,Burnley
Phil Foden,14309.76923076923,744108,7847.288461538462,408059,11923.076923076924,620000,6538.461538461538,340000,16200.403846153846,842421,8884.096153846154,461973,3-yrs,2232323,1224177,1860000,1020000,2527262,1385918,Starter,M,CM,21,England,Manchester City
Samir,14078.961538461539,732106,7847.288461538462,408059,11730.76923076923,610000,6538.461538461538,340000,15939.096153846154,828833,8884.096153846154,461973,4-yrs,2928423,1632236,2440000,1360000,3315333,1847890,Starter,D,CB,27,Brazil,Watford
Luke Thomas,13848.153846153846,720104,7616.4807692307695,396057,11538.461538461539,600000,6346.153846153846,330000,15677.807692307691,815246,8622.788461538461,448385,3-yrs,2160312,1188172,1800000,990000,2445737,1345156,Starter,D,LB,20,England,Leicester
Luke Cundle,13848.153846153846,720104,7616.4807692307695,396057,11538.461538461539,600000,6346.153846153846,330000,15677.807692307691,815246,8622.788461538461,448385,2-yrs,1440208,792114,1200000,660000,1630492,896770,Reserve,M,CM,19,England,Wolverhampton
Mark Gillespie,13848.153846153846,720104,7616.4807692307695,396057,11538.461538461539,600000,6346.153846153846,330000,15677.807692307691,815246,8622.788461538461,448385,2-yrs,1440208,792114,1200000,660000,1630492,896770,Reserve,K,GK,29,England,Newcastle
Kristoffer Klaesson,13155.75,684099,7154.884615384615,372054,10961.538461538461,570000,5961.538461538462,310000,14893.923076923076,774484,8100.192307692308,421210,4-yrs,2736395,1488215,2280000,1240000,3097934,1684841,Reserve,K,GK,21,Norway,Leeds
Aaron Lennon,12694.134615384615,660095,6924.076923076923,360052,10576.923076923076,550000,5769.2307692307695,300000,14371.326923076924,747309,7838.903846153846,407623,1-yr,660095,360052,550000,300000,747309,407623,Reserve,F,RW,34,England,Burnley
Nathan Collins,12232.538461538461,636092,6693.2692307692305,348050,10192.307692307691,530000,5576.923076923077,290000,13848.73076923077,720134,7577.596153846154,394035,4-yrs,2544368,1392201,2120000,1160000,2880535,1576142,Reserve,D,CB,20,Ireland,Burnley
Harvey Barnes,12001.73076923077,624090,6693.2692307692305,348050,10000,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,4-yrs,2496361,1392201,2080000,1160000,2826185,1576142,Reserve,M,LM,24,England,Leicester
Robert Sánchez,12001.73076923077,624090,6693.2692307692305,348050,10000,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,4-yrs,2496361,1392201,2080000,1160000,2826185,1576142,Starter,K,GK,24,Spain,Brighton
Jakub Moder,12001.73076923077,624090,6693.2692307692305,348050,10000,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,4-yrs,2496361,1392201,2080000,1160000,2826185,1576142,Starter,M,CM,22,Poland,Brighton
Jacob Lungi Sörensen,12001.73076923077,624090,6693.2692307692305,348050,10000,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,3-yrs,1872271,1044151,1560000,870000,2119639,1182106,Reserve,M,DM,23,Denmark,Norwich
Anthony Gordon,12001.73076923077,624090,6693.2692307692305,348050,10000,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,4-yrs,2496361,1392201,2080000,1160000,2826185,1576142,Starter,F,LW,20,England,Everton
Vitaly Janelt,12001.73076923077,624090,6693.2692307692305,348050,10000,520000,5576.923076923077,290000,13587.423076923076,706546,7577.596153846154,394035,3-yrs,1872271,1044151,1560000,870000,2119639,1182106,Reserve,M,DM,23,Germany,Brentford
Joe Rodon,11540.134615384615,600087,6462.4807692307695,336049,9615.384615384615,500000,5384.615384615385,280000,13064.846153846154,679372,7316.307692307692,380448,4-yrs,2400347,1344194,2000000,1120000,2717486,1521792,Reserve,D,CB,24,Wales,Tottenham
Francisco Sierralta,11309.326923076924,588085,6231.673076923077,324047,9423.076923076924,490000,5192.307692307692,270000,12803.538461538461,665784,7055.0192307692305,366861,3-yrs,1764255,972140,1470000,810000,1997352,1100582,Reserve,D,CB,24,Chile,Watford
Zanka,11078.51923076923,576083,6000.865384615385,312045,9230.76923076923,480000,5000,260000,12542.25,652197,6793.711538461538,353273,1-yr,576083,312045,480000,260000,652197,353273,Reserve,D,CB,31,Denmark,Brentford
Anthony Elanga,10847.711538461539,564081,6000.865384615385,312045,9038.461538461539,470000,5000,260000,12280.942307692309,638609,6793.711538461538,353273,5-yrs,2820407,1560225,2350000,1300000,3193046,1766366,Reserve,F,LW,19,Sweden,Manchester United
Álvaro Fernández,10155.307692307691,528076,5539.2692307692305,288042,8461.538461538461,440000,4615.384615384615,240000,11497.057692307691,597847,6271.115384615385,326098,1-yr,528076,288042,440000,240000,597847,326098,Reserve,K,GK,23,Spain,Brentford
James Justin,9924.51923076923,516075,5539.2692307692305,288042,8269.23076923077,430000,4615.384615384615,240000,11235.75,584259,6271.115384615385,326098,3-yrs,1548224,864125,1290000,720000,1752778,978295,Starter,D,RB,23,England,Leicester
Luke Ayling,9693.711538461539,504073,5308.461538461538,276040,8076.923076923077,420000,4423.076923076923,230000,10974.461538461539,570672,6009.826923076923,312511,2-yrs,1008146,552080,840000,460000,1141344,625022,Starter,D,RB,30,England,Leeds
Kortney Hause,9693.711538461539,504073,5308.461538461538,276040,8076.923076923077,420000,4423.076923076923,230000,10974.461538461539,570672,6009.826923076923,312511,4-yrs,2016291,1104160,1680000,920000,2282688,1250044,Reserve,D,CB,26,England,Aston Villa
Stuart Dallas,9693.711538461539,504073,5308.461538461538,276040,8076.923076923077,420000,4423.076923076923,230000,10974.461538461539,570672,6009.826923076923,312511,3-yrs,1512218,828120,1260000,690000,1712016,937533,Starter,D,RB,30,Northern Ireland,Leeds
Ezri Konsa,9693.711538461539,504073,5308.461538461538,276040,8076.923076923077,420000,4423.076923076923,230000,10974.461538461539,570672,6009.826923076923,312511,5-yrs,2520364,1380199,2100000,1150000,2853360,1562554,Starter,D,CB,24,England,Aston Villa
David Martin,9601.384615384615,499272,5308.461538461538,276040,8000,416000,4423.076923076923,230000,10869.942307692309,565237,6009.826923076923,312511,1-yr,499272,276040,416000,230000,565237,312511,Reserve,K,GK,36,England,West Ham
Mateusz Klich,9232.096153846154,480069,5077.653846153846,264038,7692.307692307692,400000,4230.7692307692305,220000,10451.865384615385,543497,5748.5192307692305,298923,3-yrs,1440208,792114,1200000,660000,1630492,896770,Starter,M,CM,31,Poland,Leeds
Kieran Dowell,9001.307692307691,468068,4846.846153846154,252036,7500,390000,4038.4615384615386,210000,10190.576923076924,529910,5487.2307692307695,285336,2-yrs,936135,504073,780000,420000,1059820,570672,Reserve,F,AM,24,England,Norwich
Curtis Jones,9001.307692307691,468068,4846.846153846154,252036,7500,390000,4038.4615384615386,210000,10190.576923076924,529910,5487.2307692307695,285336,4-yrs,1872271,1008146,1560000,840000,2119639,1141344,Reserve,M,CM,21,England,Liverpool
Hamza Choudhury,9001.307692307691,468068,4846.846153846154,252036,7500,390000,4038.4615384615386,210000,10190.576923076924,529910,5487.2307692307695,285336,2-yrs,936135,504073,780000,420000,1059820,570672,Reserve,M,CM,24,England,Leicester
Jacob Ramsey,9001.307692307691,468068,4846.846153846154,252036,7500,390000,4038.4615384615386,210000,10190.576923076924,529910,5487.2307692307695,285336,4-yrs,1872271,1008146,1560000,840000,2119639,1141344,Starter,M,CM,20,England,Aston Villa
Dimitrios Giannoulis,9001.307692307691,468068,4846.846153846154,252036,7500,390000,4038.4615384615386,210000,10190.576923076924,529910,5487.2307692307695,285336,3-yrs,1404203,756109,1170000,630000,1589729,856008,Reserve,D,LB,26,Greece,Norwich
Yerson Mosquera,8770.5,456066,4846.846153846154,252036,7307.692307692308,380000,4038.4615384615386,210000,9929.26923076923,516322,5487.2307692307695,285336,5-yrs,2280329,1260182,1900000,1050000,2581612,1426680,Reserve,D,CB,20,Colombia,Wolverhampton
Pascal Struijk,8539.692307692309,444064,4616.057692307692,240035,7115.384615384615,370000,3846.153846153846,200000,9667.98076923077,502735,5225.942307692308,271749,3-yrs,1332192,720104,1110000,600000,1508205,815246,Starter,D,CB,22,Netherlands,Leeds
Ashley Fletcher,8308.884615384615,432062,4616.057692307692,240035,6923.076923076923,360000,3846.153846153846,200000,9406.673076923076,489147,5225.942307692308,271749,5-yrs,2160312,1200173,1800000,1000000,2445737,1358743,Reserve,F,CF,26,England,Watford
Andy Lonergan,8078.096153846154,420061,4385.25,228033,6730.7692307692305,350000,3653.846153846154,190000,9145.384615384615,475560,4964.634615384615,258161,1-yr,420061,228033,350000,190000,475560,258161,Reserve,K,GK,38,England,Everton
Liam Cooper,7847.288461538462,408059,4385.25,228033,6538.461538461538,340000,3653.846153846154,190000,8884.096153846154,461973,4964.634615384615,258161,3-yrs,1224177,684099,1020000,570000,1385918,774484,Reserve,D,CB,30,Scotland,Leeds
Armando Broja,7847.288461538462,408059,4385.25,228033,6538.461538461538,340000,3653.846153846154,190000,8884.096153846154,461973,4964.634615384615,258161,1-yr,408059,228033,340000,190000,461973,258161,Starter,F,CF,20,Albania,Southampton
Przemyslaw Placheta,7385.673076923077,384055,4154.442307692308,216031,6153.846153846154,320000,3461.5384615384614,180000,8361.5,434798,4703.346153846154,244574,3-yrs,1152166,648094,960000,540000,1304393,733721,Starter,F,LW,23,Poland,Norwich
Julian Jeanvier,7385.673076923077,384055,4154.442307692308,216031,6153.846153846154,320000,3461.5384615384614,180000,8361.5,434798,4703.346153846154,244574,1-yr,384055,216031,320000,180000,434798,244574,Reserve,D,CB,29,Guinea,Brentford
Caoimhin Kelleher,7154.884615384615,372054,3923.6346153846152,204029,5961.538461538462,310000,3269.230769230769,170000,8100.192307692308,421210,4442.038461538462,230986,5-yrs,1860269,1020147,1550000,850000,2106052,1154932,Reserve,K,GK,23,Ireland,Liverpool
Will Norris,6924.076923076923,360052,3923.6346153846152,204029,5769.2307692307695,300000,3269.230769230769,170000,7838.903846153846,407623,4442.038461538462,230986,2-yrs,720104,408059,600000,340000,815246,461973,Reserve,K,GK,28,England,Burnley
John Ruddy,6924.076923076923,360052,3923.6346153846152,204029,5769.2307692307695,300000,3269.230769230769,170000,7838.903846153846,407623,4442.038461538462,230986,1-yr,360052,204029,300000,170000,407623,230986,Reserve,K,GK,35,England,Wolverhampton
Crysencio Summerville,6924.076923076923,360052,3923.6346153846152,204029,5769.2307692307695,300000,3269.230769230769,170000,7838.903846153846,407623,4442.038461538462,230986,2-yrs,720104,408059,600000,340000,815246,461973,Reserve,F,RW,20,Netherlands,Leeds
Remi Matthews,6462.4807692307695,336049,3462.0384615384614,180026,5384.615384615385,280000,2884.6153846153848,150000,7316.307692307692,380448,3919.4423076923076,203811,2-yrs,672097,360052,560000,300000,760896,407623,Reserve,K,GK,27,England,Crystal Palace
Fin Stevens,6462.4807692307695,336049,3462.0384615384614,180026,5384.615384615385,280000,2884.6153846153848,150000,7316.307692307692,380448,3919.4423076923076,203811,3-yrs,1008146,540078,840000,450000,1141344,611434,Reserve,D,RB,18,Wales,Brentford
Tino Livramento,6000.865384615385,312045,3231.230769230769,168024,5000,260000,2692.3076923076924,140000,6793.711538461538,353273,3658.153846153846,190224,5-yrs,1560225,840121,1300000,700000,1766366,951120,Reserve,D,RB,19,England,Southampton
Mads Roerslev Rasmussen,6000.865384615385,312045,3231.230769230769,168024,5000,260000,2692.3076923076924,140000,6793.711538461538,353273,3658.153846153846,190224,3-yrs,936135,504073,780000,420000,1059820,570672,Starter,D,RB,22,Denmark,Brentford
Dwight McNeil,6000.865384615385,312045,3231.230769230769,168024,5000,260000,2692.3076923076924,140000,6793.711538461538,353273,3658.153846153846,190224,3-yrs,936135,504073,780000,420000,1059820,570672,Starter,F,LW,22,England,Burnley
Tariqe Fosu,6000.865384615385,312045,3231.230769230769,168024,5000,260000,2692.3076923076924,140000,6793.711538461538,353273,3658.153846153846,190224,2-yrs,624090,336049,520000,280000,706546,380448,Reserve,F,LW,26,Ghana,Brentford
Adam Idah,6000.865384615385,312045,3231.230769230769,168024,5000,260000,2692.3076923076924,140000,6793.711538461538,353273,3658.153846153846,190224,3-yrs,936135,504073,780000,420000,1059820,570672,Starter,F,CF,20,Ireland,Norwich
Billy Arce,5770.057692307692,300043,3231.230769230769,168024,4807.692307692308,250000,2692.3076923076924,140000,6532.423076923077,339686,3658.153846153846,190224,1-yr,300043,168024,250000,140000,339686,190224,Reserve,F,LW,23,Ecuador,Brighton
Kalvin Phillips,5308.461538461538,276040,3000.4423076923076,156023,4423.076923076923,230000,2500,130000,6009.826923076923,312511,3396.8653846153848,176637,3-yrs,828120,468068,690000,390000,937533,529910,Reserve,M,DM,26,England,Leeds
