,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
2096,Gio Reyna,us USA,MFFW,Dortmund,de Bundesliga,16,2002,15,2,355,3.9,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.8,1.0,0.04,0.21,0.25,0.04,0.25,Matches
2097,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,23,22,2035,22.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
2098,Nico Ribaudo,es ESP,FWMF,Espanyol,es La Liga,18,2001,6,2,182,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.06,0.37,0.44,0.06,0.44,Matches
2099,Lucas Ribeiro,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,2,0,65,0.7,1,0,1,0,0,1,0,1.38,0.00,1.38,1.38,1.38,0.5,0.5,0.0,0.5,0.73,0.00,0.73,0.73,0.73,Matches
2100,Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,36,1983,21,19,1409,15.7,3,3,3,0,0,3,0,0.19,0.19,0.38,0.19,0.38,2.8,2.8,3.9,6.8,0.18,0.25,0.43,0.18,0.43,Matches
2101,Davide Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2102,Declan Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38,38,3420,38.0,1,3,1,0,0,6,0,0.03,0.08,0.11,0.03,0.11,1.1,1.1,1.5,2.6,0.03,0.04,0.07,0.03,0.07,Matches
2103,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2104,Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,36,36,3070,34.1,13,3,13,0,0,8,0,0.38,0.09,0.47,0.38,0.47,9.1,9.1,4.8,13.9,0.27,0.14,0.41,0.27,0.41,Matches
2105,Marco Richter,de GER,MFFW,Augsburg,de Bundesliga,21,1997,31,26,2280,25.3,4,3,4,0,0,2,0,0.16,0.12,0.28,0.16,0.28,4.5,4.5,1.9,6.4,0.18,0.08,0.25,0.18,0.25,Matches
2106,Diego Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,27,27,2332,25.9,0,4,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,2.9,3.2,0.01,0.11,0.12,0.01,0.12,Matches
2107,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2108,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,eng Premier League,22,1996,17,7,769,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.5,0.01,0.05,0.06,0.01,0.06,Matches
2109,Emiliano Rigoni,ar ARG,MFFW,Sampdoria,it Serie A,26,1993,8,4,431,4.8,0,1,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,1.2,1.2,0.7,1.9,0.25,0.15,0.40,0.25,0.40,Matches
2110,Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,32,31,2702,30.0,1,3,1,0,0,10,0,0.03,0.10,0.13,0.03,0.13,0.9,0.9,1.7,2.6,0.03,0.06,0.09,0.03,0.09,Matches
2111,Luis Rioja,es ESP,MF,Alavés,es La Liga,25,1993,28,19,1634,18.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,2.2,2.7,0.03,0.12,0.15,0.03,0.15,Matches
2112,Renaud Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,26,1993,24,23,2027,22.5,4,2,2,2,2,0,0,0.18,0.09,0.27,0.09,0.18,6.0,4.5,1.7,6.2,0.27,0.07,0.34,0.20,0.27,Matches
2113,Rodrigo Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.82,0.00,0.82,0.82,0.82,Matches
2114,Andrea Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,28,20,1909,21.2,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.2,2.0,0.04,0.06,0.10,0.04,0.10,Matches
2115,Marcel Risse,de GER,MFFW,Köln,de Bundesliga,29,1989,6,0,132,1.5,0,2,0,0,0,1,0,0.00,1.36,1.36,0.00,1.36,0.1,0.1,0.5,0.6,0.05,0.36,0.42,0.05,0.42,Matches
2116,Mihailo Ristić,rs SRB,DFMF,Montpellier,fr Ligue 1,23,1995,18,8,811,9.0,0,2,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.4,0.8,0.04,0.05,0.08,0.04,0.08,Matches
2117,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,eng Premier League,29,1989,18,14,1315,14.6,2,1,2,0,1,4,0,0.14,0.07,0.21,0.14,0.21,1.6,0.8,2.3,3.1,0.11,0.16,0.26,0.05,0.21,Matches
2118,Marlon Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,11,3,435,4.8,0,1,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.3,0.3,1.4,1.7,0.06,0.29,0.35,0.06,0.35,Matches
2119,Cristian Rivera,es ESP,MF,Leganés,es La Liga,22,1997,5,3,311,3.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
2120,Maxence Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11,Matches
2121,Rober,es ESP,DF,Levante,es La Liga,24,1995,4,2,191,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2122,Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,8,7,687,7.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2123,Roberto,es ESP,GK,Alavés,es La Liga,33,1986,9,8,790,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2124,Sergi Roberto,es ESP,DFMF,Barcelona,es La Liga,27,1992,30,27,2339,26.0,1,2,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,2.4,3.2,0.03,0.09,0.12,0.03,0.12,Matches
2125,Patrick Roberts,eng ENG,FWMF,Norwich City,eng Premier League,22,1997,3,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2126,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,25,1994,36,34,3111,34.6,2,12,2,0,0,2,0,0.06,0.35,0.41,0.06,0.41,1.6,1.6,7.6,9.2,0.05,0.22,0.27,0.05,0.27,Matches
2127,Callum Robinson,ie IRL,FWMF,Sheffield Utd,eng Premier League,24,1995,16,9,676,7.5,1,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,2.1,2.1,0.6,2.7,0.28,0.08,0.36,0.28,0.36,Matches
2128,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,6,6,504,5.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04,Matches
2129,Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,33,33,2887,32.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2130,Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,35,35,3008,33.4,2,1,0,2,2,8,0,0.06,0.03,0.09,0.00,0.03,2.3,0.8,2.6,3.4,0.07,0.08,0.15,0.02,0.10,Matches
2131,Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,28,22,1875,20.8,5,3,5,0,0,5,0,0.24,0.14,0.38,0.24,0.38,2.6,2.6,2.6,5.2,0.13,0.13,0.25,0.13,0.25,Matches
2132,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,29,25,1936,21.5,3,3,3,0,0,6,0,0.14,0.14,0.28,0.14,0.28,0.9,0.9,1.5,2.3,0.04,0.07,0.11,0.04,0.11,Matches
2133,Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,35,29,2486,27.6,3,2,3,0,0,8,0,0.11,0.07,0.18,0.11,0.18,1.0,1.0,1.5,2.5,0.04,0.06,0.09,0.04,0.09,Matches
2134,Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,27,23,1880,20.9,4,7,4,0,0,2,1,0.19,0.34,0.53,0.19,0.53,5.7,5.7,4.4,10.1,0.27,0.21,0.48,0.27,0.48,Matches
2135,Kévin Rodrigues,pt POR,DFMF,Leganés,es La Liga,25,1994,26,22,1931,21.5,1,2,1,0,0,6,1,0.05,0.09,0.14,0.05,0.14,1.1,1.1,3.4,4.5,0.05,0.16,0.21,0.05,0.21,Matches
2136,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2137,Óscar Rodríguez Arnaiz,es ESP,MFFW,Leganés,es La Liga,21,1998,30,22,1914,21.3,9,2,7,2,2,6,1,0.42,0.09,0.52,0.33,0.42,4.6,3.1,2.9,6.0,0.22,0.14,0.35,0.14,0.28,Matches
2138,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,32,9,1407,15.6,10,3,9,1,1,6,0,0.64,0.19,0.83,0.58,0.77,6.4,5.6,1.7,7.3,0.41,0.11,0.52,0.36,0.47,Matches
2139,Dani Rodríguez,es ESP,MFFW,Mallorca,es La Liga,31,1988,37,36,3039,33.8,5,2,4,1,1,7,0,0.15,0.06,0.21,0.12,0.18,4.5,3.8,2.2,6.0,0.13,0.07,0.20,0.11,0.18,Matches
2140,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,14,11,936,10.4,1,0,1,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.0,1.0,0.0,1.0,0.09,0.00,0.09,0.09,0.09,Matches
2141,James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,8,5,419,4.7,1,1,1,0,0,1,0,0.21,0.21,0.43,0.21,0.43,0.9,0.9,1.8,2.7,0.19,0.39,0.58,0.19,0.58,Matches
2142,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,36,20,2016,22.4,8,1,7,1,1,1,0,0.36,0.04,0.40,0.31,0.36,8.0,7.2,0.9,8.1,0.36,0.04,0.40,0.32,0.36,Matches
2143,Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2144,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,5,5,386,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.03,0.01,0.03,Matches
2145,Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,19,12,1019,11.3,2,0,2,0,0,0,0,0.18,0.00,0.18,0.18,0.18,2.6,2.6,1.0,3.6,0.23,0.09,0.32,0.23,0.32,Matches
2146,Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2147,Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,30,28,2317,25.7,1,1,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,2.0,2.0,1.7,3.7,0.08,0.07,0.14,0.08,0.14,Matches
2148,Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,10,9,858,9.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Matches
2149,Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,15,12,1015,11.3,1,1,1,0,0,6,0,0.09,0.09,0.18,0.09,0.18,0.4,0.4,1.2,1.6,0.04,0.10,0.14,0.04,0.14,Matches
2150,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,3,1,122,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches
2151,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,18,16,1477,16.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches
2152,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,35,35,3091,34.3,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.5,1.5,0.6,2.1,0.04,0.02,0.06,0.04,0.06,Matches
2153,Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,22,21,1781,19.8,0,0,0,0,0,11,2,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.0,1.8,0.04,0.05,0.09,0.04,0.09,Matches
2154,Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,30,30,2577,28.6,1,1,0,1,1,15,1,0.03,0.03,0.07,0.00,0.03,2.3,1.5,0.5,2.1,0.08,0.02,0.10,0.05,0.07,Matches
2155,Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2156,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,30,20,1860,20.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.3,1.6,0.01,0.06,0.08,0.01,0.08,Matches
2157,Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,22,19,1723,19.1,1,3,1,0,0,3,0,0.05,0.16,0.21,0.05,0.21,2.1,2.1,1.0,3.2,0.11,0.05,0.17,0.11,0.17,Matches
2158,Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2159,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,33,33,2917,32.4,31,5,19,12,13,3,0,0.96,0.15,1.11,0.59,0.74,26.7,16.8,5.1,21.9,0.82,0.16,0.98,0.52,0.68,Matches
2160,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,16,15,1277,14.2,1,0,1,0,0,4,2,0.07,0.00,0.07,0.07,0.07,0.0,0.0,0.2,0.2,0.00,0.01,0.02,0.00,0.02,Matches
2161,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,23,20,1790,19.9,0,2,0,0,1,3,0,0.00,0.10,0.10,0.00,0.10,2.4,1.6,1.4,3.0,0.12,0.07,0.19,0.08,0.15,Matches
2162,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3,3,270,3.0,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.2,0.2,0.5,0.6,0.06,0.15,0.21,0.06,0.21,Matches
2163,Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,35,29,2721,30.2,2,5,2,0,0,12,0,0.07,0.17,0.23,0.07,0.23,1.7,1.7,2.1,3.9,0.06,0.07,0.13,0.06,0.13,Matches
2164,Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,25,21,1871,20.8,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,2.1,2.4,0.02,0.10,0.12,0.02,0.12,Matches
2165,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2166,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,12,10,893,9.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.02,0.07,0.09,0.02,0.09,Matches
2167,Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,11,10,863,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,Matches
2168,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,26,25,2261,25.1,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.9,1.1,0.00,0.04,0.04,0.00,0.04,Matches
2169,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2170,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,29,27,2364,26.3,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,2.5,3.3,0.03,0.09,0.13,0.03,0.13,Matches
2171,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,7,7,584,6.5,2,0,2,0,0,0,0,0.31,0.00,0.31,0.31,0.31,1.5,1.5,0.6,2.1,0.24,0.09,0.32,0.24,0.32,Matches
2172,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2001,2,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
2173,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,36,36,3228,35.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,3.0,3.0,0.8,3.8,0.08,0.02,0.11,0.08,0.11,Matches
2174,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,1583,17.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2175,Waldo Rubio,es ESP,MFFW,Valladolid,es La Liga,23,1995,21,9,878,9.8,0,2,0,0,0,6,0,0.00,0.21,0.21,0.00,0.21,0.6,0.6,1.0,1.6,0.06,0.11,0.17,0.06,0.17,Matches
2176,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,20,19,1710,19.0,2,0,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,0.3,0.9,0.03,0.02,0.05,0.03,0.05,Matches
2177,Sebastian Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,29,1990,32,31,2734,30.4,1,3,1,0,0,9,0,0.03,0.10,0.13,0.03,0.13,1.3,1.3,4.6,6.0,0.04,0.15,0.20,0.04,0.20,Matches
2178,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,22,1980,22.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2179,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2180,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,10,7,690,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches
2181,Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,24,22,1966,21.8,0,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,1.2,1.2,3.3,4.5,0.05,0.15,0.20,0.05,0.20,Matches
2182,Aitor Ruibal,es ESP,DFFW,Leganés,es La Liga,23,1996,25,13,1220,13.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.6,0.05,0.06,0.12,0.05,0.12,Matches
2183,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,1996,33,30,2684,29.8,3,6,3,0,0,2,0,0.10,0.20,0.30,0.10,0.30,3.1,3.1,4.8,7.9,0.10,0.16,0.27,0.10,0.27,Matches
2184,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,25,2250,25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
2185,Lukas Rupp,de GER,MFFW,Hoffenheim,de Bundesliga,28,1991,7,4,340,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.08,0.02,0.10,0.08,0.10,Matches
2186,Lukas Rupp,de GER,FWMF,Norwich City,eng Premier League,28,1991,12,8,695,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.04,0.10,0.14,0.04,0.14,Matches
2187,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2188,Julian Ryerson,no NOR,DFFW,Union Berlin,de Bundesliga,21,1997,14,3,368,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.16,0.02,0.18,0.16,0.18,Matches
2189,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2190,João Victor Santos Sá,br BRA,MFFW,Wolfsburg,de Bundesliga,25,1994,32,18,1629,18.1,2,2,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22,3.5,3.5,1.9,5.4,0.19,0.10,0.30,0.19,0.30,Matches
2191,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.32,1.65,1.97,0.32,1.97,Matches
2192,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,12,10,913,10.1,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.3,1.6,0.03,0.13,0.16,0.03,0.16,Matches
2193,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,36,36,3168,35.2,0,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,3.6,4.2,0.02,0.10,0.12,0.02,0.12,Matches
2194,Abdelhamid Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,24,9,1048,11.6,4,1,3,1,1,6,0,0.34,0.09,0.43,0.26,0.34,2.7,1.9,0.4,2.3,0.23,0.03,0.26,0.17,0.20,Matches
2195,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,25,1994,32,30,2499,27.8,9,7,9,0,0,4,0,0.32,0.25,0.58,0.32,0.58,7.0,7.0,4.7,11.7,0.25,0.17,0.42,0.25,0.42,Matches
2196,Ihsan Sacko,fr FRA,FWDF,Nice,fr Ligue 1,22,1997,3,2,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.17,0.17,0.00,0.17,Matches
2197,Alexis Saelemaekers,be BEL,FWDF,Milan,it Serie A,20,1999,13,6,684,7.6,1,0,1,0,0,4,1,0.13,0.00,0.13,0.13,0.13,0.8,0.8,0.9,1.7,0.10,0.12,0.23,0.10,0.23,Matches
2198,Jorge Sáenz,es ESP,DFFW,Celta Vigo,es La Liga,22,1996,7,5,371,4.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2199,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,16,16,1249,13.9,0,3,0,0,0,5,1,0.00,0.22,0.22,0.00,0.22,0.4,0.4,3.1,3.4,0.03,0.22,0.25,0.03,0.25,Matches
2200,Wesley Saïd,fr FRA,MFFW,Toulouse,fr Ligue 1,24,1995,23,14,1160,12.9,2,1,2,0,0,2,0,0.16,0.08,0.23,0.16,0.23,2.4,2.4,1.3,3.7,0.19,0.10,0.29,0.19,0.29,Matches
2201,Allan Saint-Maximin,fr FRA,MFFW,Newcastle Utd,eng Premier League,22,1997,26,23,1863,20.7,3,4,3,0,0,0,0,0.14,0.19,0.34,0.14,0.34,3.2,3.2,3.5,6.7,0.16,0.17,0.33,0.16,0.33,Matches
2202,Théo Sainte-Luce,fr FRA,DFFW,Nîmes,fr Ligue 1,20,1998,3,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2203,Borja Sainz,es ESP,MFFW,Alavés,es La Liga,18,2001,19,5,573,6.4,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,1.3,1.3,0.5,1.8,0.20,0.07,0.28,0.20,0.28,Matches
2204,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,33,31,2705,30.1,2,1,2,0,0,12,1,0.07,0.03,0.10,0.07,0.10,2.7,2.7,0.5,3.2,0.09,0.02,0.11,0.09,0.11,Matches
2205,Bukayo Saka,eng ENG,DFFW,Arsenal,eng Premier League,17,2001,26,19,1753,19.5,1,5,1,0,0,6,0,0.05,0.26,0.31,0.05,0.31,1.3,1.3,3.5,4.9,0.07,0.18,0.25,0.07,0.25,Matches
2206,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,21,19,1620,18.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.9,1.0,0.00,0.05,0.06,0.00,0.06,Matches
