,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,19,18,1605,17.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,35,34,3069,34.1,1,1,1,0,0,11,1,0.03,0.03,0.06,0.03,0.06,2.0,2.0,1.6,3.6,0.06,0.05,0.10,0.06,0.10,Matches
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,4,0,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.03,0.03,0.06,0.03,0.06,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,27,23,2118,23.5,1,3,1,0,0,2,0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,1.8,3.2,0.06,0.08,0.14,0.06,0.14,Matches
114,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,21,7,828,9.2,2,1,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,1.3,1.3,1.8,3.1,0.14,0.19,0.33,0.14,0.33,Matches
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,34,32,2888,32.1,1,2,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,0.8,0.8,0.2,1.1,0.03,0.01,0.03,0.03,0.03,Matches
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,6,2,238,2.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.00,0.09,0.09,0.09,Matches
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,24,22,2007,22.3,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.1,0.8,0.03,0.01,0.04,0.03,0.04,Matches
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
119,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,14,11,1076,12.0,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.1,1.6,0.04,0.09,0.13,0.04,0.13,Matches
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
122,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,30,19,1715,19.1,5,3,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,2.9,2.9,1.1,4.0,0.15,0.06,0.21,0.15,0.21,Matches
123,José Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,14,8,791,8.8,2,1,2,0,0,2,0,0.23,0.11,0.34,0.23,0.34,1.2,1.2,0.2,1.5,0.14,0.03,0.17,0.14,0.17,Matches
124,José Arnaiz,es ESP,MFFW,Leganés,es La Liga,24,1995,12,2,337,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.14,0.14,0.28,0.14,0.28,Matches
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,33,32,2821,31.3,4,8,4,0,0,8,0,0.13,0.26,0.38,0.13,0.38,2.4,2.4,6.1,8.5,0.08,0.19,0.27,0.08,0.27,Matches
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
127,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,8,7,639,7.1,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.7,0.8,0.01,0.10,0.11,0.01,0.11,Matches
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,8,7,634,7.0,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.0,0.0,0.1,0.2,0.00,0.02,0.02,0.00,0.02,Matches
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,34,3060,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,9,3,336,3.7,3,1,3,0,0,0,0,0.80,0.27,1.07,0.80,1.07,1.7,1.7,1.0,2.7,0.45,0.27,0.71,0.45,0.71,Matches
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,4,0,76,0.8,1,0,1,0,0,2,1,1.18,0.00,1.18,1.18,1.18,0.0,0.0,0.1,0.1,0.05,0.12,0.16,0.05,0.16,Matches
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,37,37,3262,36.2,14,3,9,5,7,9,0,0.39,0.08,0.47,0.25,0.33,13.9,8.5,4.1,12.6,0.38,0.11,0.49,0.24,0.35,Matches
133,Roger Assalé,ci CIV,FWMF,Leganés,es La Liga,25,1993,14,2,531,5.9,2,1,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,1.7,1.7,1.1,2.8,0.29,0.19,0.48,0.29,0.48,Matches
134,Youcef Atal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,13,12,1003,11.1,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,1.5,1.5,0.6,2.1,0.13,0.05,0.19,0.13,0.19,Matches
135,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.13,0.00,0.13,0.13,0.13,Matches
136,Christian Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,19,6,749,8.3,0,3,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,0.9,1.1,0.02,0.11,0.14,0.02,0.14,Matches
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,36,35,3136,34.8,22,3,20,2,2,3,1,0.63,0.09,0.72,0.57,0.66,15.8,14.3,2.9,17.2,0.45,0.08,0.54,0.41,0.49,Matches
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,17,12,1135,12.6,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,1.5,1.5,0.00,0.12,0.12,0.00,0.12,Matches
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,10,2,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.16,0.00,0.16,0.16,0.16,Matches
141,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,12,10,924,10.3,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.2,1.4,0.02,0.11,0.13,0.02,0.13,Matches
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,33,31,2700,30.0,1,5,1,0,0,4,1,0.03,0.17,0.20,0.03,0.20,0.6,0.6,2.8,3.4,0.02,0.09,0.11,0.02,0.11,Matches
143,Mathias Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,23,14,1222,13.6,2,3,2,0,0,3,0,0.15,0.22,0.37,0.15,0.37,2.0,2.0,2.9,4.9,0.14,0.22,0.36,0.14,0.36,Matches
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,20,18,1591,17.7,9,2,9,0,0,6,0,0.51,0.11,0.62,0.51,0.62,7.0,7.0,2.7,9.8,0.40,0.15,0.55,0.40,0.55,Matches
145,Javier Avilés,es ESP,MFFW,Leganés,es La Liga,21,1997,9,1,184,2.0,1,1,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,0.5,0.5,0.9,1.4,0.25,0.45,0.70,0.25,0.70,Matches
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,26,21,1997,22.2,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.03,0.01,0.04,0.03,0.04,Matches
147,Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,12,5,483,5.4,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,1.9,1.9,0.9,2.8,0.35,0.17,0.52,0.35,0.52,Matches
148,Florian Ayé,fr FRA,FWMF,Brescia,it Serie A,22,1997,22,15,1380,15.3,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,3.1,3.1,0.5,3.6,0.20,0.03,0.23,0.20,0.23,Matches
149,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,37,37,3148,35.0,9,2,9,0,0,6,0,0.26,0.06,0.31,0.26,0.31,6.5,6.5,1.9,8.4,0.18,0.06,0.24,0.18,0.24,Matches
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,31,31,2731,30.3,2,3,2,0,0,10,0,0.07,0.10,0.16,0.07,0.16,2.5,2.5,2.3,4.8,0.08,0.08,0.16,0.08,0.16,Matches
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,25,14,1361,15.1,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,1.9,1.9,0.3,2.2,0.13,0.02,0.15,0.13,0.15,Matches
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,36,36,3229,35.9,2,6,2,0,0,1,0,0.06,0.17,0.22,0.06,0.22,2.7,2.7,5.8,8.5,0.07,0.16,0.24,0.07,0.24,Matches
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,11,9,827,9.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.01,0.08,0.09,0.01,0.09,Matches
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,36,35,2903,32.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.03,0.01,0.03,0.03,0.03,Matches
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,25,17,1422,15.8,3,0,3,0,2,4,0,0.19,0.00,0.19,0.19,0.19,6.1,4.4,0.7,5.1,0.39,0.04,0.43,0.28,0.32,Matches
156,Carlos Bacca,co COL,FWMF,Villarreal,es La Liga,32,1986,19,7,688,7.6,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,3.1,3.1,0.5,3.6,0.41,0.06,0.47,0.41,0.47,Matches
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,22,20,1585,17.6,1,0,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.3,1.3,1.0,2.3,0.08,0.06,0.13,0.08,0.13,Matches
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
159,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,18,2001,16,16,1411,15.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05,Matches
160,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.45,0.00,0.45,0.45,0.45,Matches
161,Alex Baena,es ESP,MF,Villarreal,es La Liga,18,2001,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,20,10,907,10.1,4,0,3,1,1,3,0,0.40,0.00,0.40,0.30,0.30,3.0,2.2,0.8,3.0,0.30,0.08,0.37,0.22,0.30,Matches
163,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,23,22,1941,21.6,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches
164,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,22,12,1090,12.1,5,3,5,0,0,0,2,0.41,0.25,0.66,0.41,0.66,4.2,4.2,2.6,6.8,0.35,0.21,0.56,0.35,0.56,Matches
165,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,4,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
166,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,15,13,1268,14.1,1,0,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.0,0.5,0.04,0.00,0.04,0.04,0.04,Matches
167,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,8,4,404,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.8,0.01,0.16,0.17,0.01,0.17,Matches
168,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,20,20,1719,19.1,1,2,1,0,0,4,1,0.05,0.10,0.16,0.05,0.16,1.8,1.8,0.9,2.6,0.09,0.05,0.14,0.09,0.14,Matches
170,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,8,7,545,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.07,0.05,0.12,0.07,0.12,Matches
171,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
172,Ridle Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,30,26,2351,26.1,1,3,1,0,0,5,1,0.04,0.11,0.15,0.04,0.15,1.1,1.1,3.1,4.2,0.04,0.12,0.16,0.04,0.16,Matches
173,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,17,13,1177,13.1,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.0,1.7,0.13,0.00,0.13,0.13,0.13,Matches
174,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,21,9,858,9.5,4,1,4,0,0,4,0,0.42,0.10,0.52,0.42,0.52,4.1,4.1,0.8,4.9,0.43,0.09,0.52,0.43,0.52,Matches
175,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38,38,3420,38.0,2,3,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,3.5,0.02,0.07,0.09,0.02,0.09,Matches
176,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,30,1989,16,12,1089,12.1,2,2,2,0,0,4,1,0.17,0.17,0.33,0.17,0.33,3.5,3.5,1.2,4.7,0.29,0.10,0.39,0.29,0.39,Matches
177,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,9,6,563,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
178,Leonardo Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,7,1,133,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
179,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
180,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,22,1997,21,18,1679,18.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.4,2.0,0.03,0.07,0.11,0.03,0.11,Matches
181,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,11,4,401,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.01,0.04,0.04,0.04,Matches
182,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,19,16,1404,15.6,5,0,5,0,0,6,1,0.32,0.00,0.32,0.32,0.32,7.2,7.2,0.5,7.6,0.46,0.03,0.49,0.46,0.49,Matches
183,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,7,6,554,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,Matches
184,Jonathan Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,26,22,1937,21.5,1,4,0,1,3,1,0,0.05,0.19,0.23,0.00,0.19,5.1,2.8,2.4,5.2,0.24,0.11,0.35,0.13,0.24,Matches
185,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,33,28,2475,27.5,3,7,1,2,2,10,0,0.11,0.25,0.36,0.04,0.29,3.0,1.5,5.1,6.6,0.11,0.19,0.29,0.05,0.24,Matches
186,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,27,26,2207,24.5,4,0,4,0,0,13,1,0.16,0.00,0.16,0.16,0.16,3.3,3.3,0.0,3.4,0.14,0.00,0.14,0.14,0.14,Matches
187,Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,8,1,194,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.06,0.08,0.14,0.06,0.14,Matches
188,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,16,15,1369,15.2,2,1,2,0,0,0,0,0.13,0.07,0.20,0.13,0.20,3.2,3.2,1.3,4.6,0.21,0.09,0.30,0.21,0.30,Matches
189,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,5,450,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
190,Danilo Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,16,12,1122,12.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,Matches
191,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.16,0.16,0.00,0.16,Matches
192,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,30,23,2114,23.5,7,2,7,0,0,5,0,0.30,0.09,0.38,0.30,0.38,4.6,4.6,1.9,6.5,0.20,0.08,0.28,0.20,0.28,Matches
193,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,34,1985,21,21,1890,21.0,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,0.7,0.9,0.01,0.03,0.05,0.01,0.05,Matches
194,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,27,23,2013,22.4,1,4,1,0,0,11,0,0.04,0.18,0.22,0.04,0.22,1.6,1.6,1.6,3.2,0.07,0.07,0.14,0.07,0.14,Matches
195,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,15,6,586,6.5,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches
196,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,26,20,1688,18.8,1,2,1,0,0,6,0,0.05,0.11,0.16,0.05,0.16,1.2,1.2,2.1,3.3,0.06,0.11,0.17,0.06,0.17,Matches
197,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,22,1997,8,4,313,3.5,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.5,0.5,1.0,1.5,0.14,0.28,0.43,0.14,0.43,Matches
198,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,21,13,1103,12.3,1,4,1,0,0,0,0,0.08,0.33,0.41,0.08,0.41,2.2,2.2,2.8,4.9,0.18,0.23,0.40,0.18,0.40,Matches
199,Aymen Barkok,ma MAR,FWMF,Düsseldorf,de Bundesliga,21,1998,3,1,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
200,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,29,1989,19,17,1352,15.0,6,0,5,1,1,4,0,0.40,0.00,0.40,0.33,0.33,5.6,4.8,0.5,5.3,0.37,0.03,0.40,0.32,0.35,Matches
201,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,36,24,2083,23.1,6,8,6,0,0,0,0,0.26,0.35,0.60,0.26,0.60,8.7,8.7,3.5,12.2,0.38,0.15,0.53,0.38,0.53,Matches
202,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,12,7,641,7.1,0,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.6,0.7,0.01,0.08,0.09,0.01,0.09,Matches
203,Antonio Barreca,it ITA,DFMF,Genoa,it Serie A,24,1995,18,11,1095,12.2,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.4,0.6,0.01,0.03,0.05,0.01,0.05,Matches
204,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,18,11,938,10.4,0,2,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches
205,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,17,3,442,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.16,0.10,0.26,0.16,0.26,Matches
206,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,2,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
207,Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,18,14,1354,15.0,9,2,8,1,1,1,0,0.60,0.13,0.73,0.53,0.66,5.9,5.2,3.2,8.4,0.39,0.21,0.61,0.34,0.56,Matches
208,Musa Barrow,gm GAM,FWMF,Atalanta,it Serie A,20,1998,7,1,190,2.1,0,2,0,0,1,0,0,0.00,0.95,0.95,0.00,0.95,1.8,1.0,0.6,1.6,0.86,0.28,1.14,0.50,0.78,Matches
209,Fin Bartels,de GER,FWMF,Werder Bremen,de Bundesliga,32,1987,14,1,340,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.11,0.09,0.20,0.11,0.20,Matches
210,Marc Bartra,es ESP,DFMF,Betis,es La Liga,28,1991,30,29,2524,28.0,3,1,3,0,0,8,0,0.11,0.04,0.14,0.11,0.14,1.6,1.6,1.0,2.6,0.06,0.04,0.09,0.06,0.09,Matches
211,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,16,16,1278,14.2,0,2,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.7,0.7,1.0,1.7,0.05,0.07,0.12,0.05,0.12,Matches
212,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,38,38,3242,36.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.0,1.6,0.01,0.03,0.04,0.01,0.04,Matches
213,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,15,11,991,11.0,1,3,1,0,0,4,0,0.09,0.27,0.36,0.09,0.36,0.9,0.9,2.9,3.8,0.08,0.27,0.35,0.08,0.35,Matches
214,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,7,3,415,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
215,Gil Bastião Dias,pt POR,DFFW,Granada,es La Liga,22,1996,12,3,356,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.4,0.6,0.06,0.09,0.15,0.06,0.15,Matches
216,Gil Bastião Dias,pt POR,DFMF,Monaco,fr Ligue 1,22,1996,14,12,1057,11.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.7,2.9,0.10,0.15,0.25,0.10,0.25,Matches
217,Borja Bastón,es ESP,MFFW,Aston Villa,eng Premier League,26,1992,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
218,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,25,21,1921,21.3,2,0,2,0,0,9,1,0.09,0.00,0.09,0.09,0.09,1.2,1.2,1.6,2.8,0.06,0.07,0.13,0.06,0.13,Matches
219,Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,16,6,765,8.5,1,0,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.0,0.8,0.09,0.00,0.09,0.09,0.09,Matches
220,Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
221,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,16,1,239,2.7,1,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,2.4,0.84,0.07,0.91,0.84,0.91,Matches
