,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
139,Lucas Da Cunha,fr FRA,MF,Nice,20-284,2001,4.4,122,167,73.1,2143,652,66,77,85.7,31,44,70.5,22,38,57.9,1,1.7,-0.7,13,5,6,4,11,Matches
140,Damien Da Silva,fr FRA,DF,Lyon,33-307,1988,7.3,477,532,89.7,10138,3450,131,138,94.9,258,275,93.8,85,113,75.2,0,0.0,0.0,0,35,3,0,26,Matches
141,Colin Dagba,fr FRA,DF,Paris S-G,23-192,1998,1.8,128,140,91.4,1811,390,71,74,95.9,52,57,91.2,3,4,75.0,0,0.1,-0.1,2,5,3,2,5,Matches
142,Flavius Daniliuc,at AUT,DF,Nice,20-327,2001,8.9,429,485,88.5,8801,2935,120,133,90.2,243,264,92.0,61,79,77.2,0,0.0,0.0,1,24,0,0,21,Matches
143,Kevin Danso,at AUT,DF,Lens,23-182,1998,24.4,1293,1469,88.0,27843,8271,331,365,90.7,728,787,92.5,230,307,74.9,1,0.1,+0.9,2,42,1,0,55,Matches
144,Dante,br BRA,DF,Nice,38-153,1983,25.4,1710,1878,91.1,36710,11668,480,497,96.6,948,1000,94.8,277,362,76.5,0,0.3,-0.3,3,82,2,0,79,Matches
145,Jonathan David,ca CAN,FW,Lille,22-065,2000,24.5,422,534,79.0,6288,1435,236,280,84.3,142,175,81.1,27,37,73.0,0,3.1,-3.1,27,32,17,2,48,Matches
146,Konrad De La Fuente,us USA,FWDF,Marseille,20-247,2001,8.7,188,239,78.7,2960,640,105,118,89.0,69,83,83.1,11,22,50.0,2,1.5,+0.5,11,7,14,4,17,Matches
147,Romain Del Castillo,fr FRA,MFFW,Rennes,25-356,1996,0.3,11,15,73.3,238,91,4,5,80.0,2,3,66.7,5,6,83.3,0,0.1,-0.1,1,1,2,0,2,Matches
148,Romain Del Castillo,fr FRA,FWMF,Brest,25-356,1996,6.9,195,265,73.6,2883,866,115,140,82.1,65,83,78.3,11,28,39.3,3,1.1,+1.9,9,17,7,1,25,Matches
149,Thomas Delaine,fr FRA,DF,Metz,29-361,1992,19.0,627,847,74.0,10480,4461,313,356,87.9,266,338,78.7,42,124,33.9,2,2.1,-0.1,21,32,17,12,62,Matches
150,Sacha Delaye,fr FRA,MFFW,Montpellier,19-331,2002,0.5,11,15,73.3,169,107,5,6,83.3,3,4,75.0,1,3,33.3,0,0.0,0.0,1,1,2,0,3,Matches
151,Andy Delort,dz ALG,FW,Nice,30-162,1991,17.5,301,468,64.3,4653,970,168,222,75.7,93,155,60.0,25,52,48.1,1,3.1,-2.1,24,15,22,5,32,Matches
152,Andy Delort,dz ALG,FW,Montpellier,30-162,1991,3.0,56,96,58.3,1037,258,30,43,69.8,18,30,60.0,8,13,61.5,1,0.7,+0.3,9,2,6,2,5,Matches
153,Moussa Dembélé,fr FRA,FW,Lyon,25-251,1996,15.1,192,282,68.1,2265,330,124,167,74.3,39,59,66.1,7,19,36.8,2,2.0,0.0,13,11,3,0,7,Matches
154,Jason Denayer,be BEL,DF,Lyon,26-265,1995,10.1,634,671,94.5,13686,3806,178,185,96.2,343,353,97.2,109,128,85.2,0,0.0,0.0,0,17,0,0,19,Matches
155,Arthur Desmas,fr FRA,GK,Clermont Foot,27-347,1994,13.0,261,368,70.9,6417,3666,78,78,100.0,97,99,98.0,79,184,42.9,0,0.0,0.0,0,6,0,0,1,Matches
156,Ángel Di María,ar ARG,FW,Paris S-G,34-034,1988,14.3,694,926,74.9,12003,3236,358,419,85.4,245,311,78.8,80,157,51.0,3,4.3,-1.3,39,49,38,7,87,Matches
157,Yadaly Diaby,fr FRA,FWMF,Clermont Foot,21-223,2000,0.7,10,18,55.6,167,11,5,11,45.5,2,3,66.7,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
158,Ibrahim Diakité,fr FRA,MF,Reims,18-140,2003,0.0,1,3,33.3,17,16,0,1,0.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
159,Abdou Diallo,sn SEN,DF,Paris S-G,25-320,1996,9.6,612,684,89.5,11135,4146,248,268,92.5,294,315,93.3,62,86,72.1,1,0.6,+0.4,4,34,8,3,51,Matches
160,Habib Diallo,sn SEN,FW,Strasbourg,26-275,1995,13.1,213,299,71.2,3003,511,138,172,80.2,54,76,71.1,13,21,61.9,1,1.6,-0.6,10,10,8,3,15,Matches
161,Mouhamadou Diarra,sn SEN,MF,Strasbourg,18-076,2004,0.0,1,1,100.0,57,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
162,Stéphane Diarra,fr FRA,FWMF,Lorient,23-101,1998,5.6,132,183,72.1,2344,489,68,83,81.9,45,59,76.3,16,29,55.2,0,1.5,-1.5,11,7,5,1,15,Matches
163,Krepin Diatta,sn SEN,MFDF,Monaco,23-023,1999,3.2,83,106,78.3,1211,373,51,57,89.5,27,36,75.0,4,4,100.0,0,0.1,-0.1,3,7,2,0,15,Matches
164,Bamba Dieng,sn SEN,FWMF,Marseille,21-362,2000,8.0,103,142,72.5,1501,252,55,72,76.4,36,42,85.7,6,10,60.0,0,0.1,-0.1,1,1,1,0,6,Matches
165,Elhadji Dieye,sn SEN,MFFW,Saint-Étienne,19-288,2002,0.4,4,9,44.4,42,27,4,8,50.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
166,Javairô Dilrosun,nl NED,FWMF,Bordeaux,23-271,1998,11.5,263,348,75.6,4418,1131,144,162,88.9,71,98,72.4,36,55,65.5,3,1.9,+1.1,17,20,15,2,30,Matches
167,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,21-119,2000,2.7,160,174,92.0,2969,518,66,72,91.7,72,74,97.3,19,22,86.4,0,0.1,-0.1,1,16,2,0,5,Matches
168,Tristan Dingomé,cm CMR,MFFW,Troyes,31-031,1991,10.2,355,475,74.7,6210,1923,181,221,81.9,112,149,75.2,45,78,57.7,4,2.2,+1.8,18,38,11,4,39,Matches
169,Sinaly Diomande,ci CIV,DF,Lyon,20-345,2001,6.4,440,468,94.0,10194,2983,95,100,95.0,251,261,96.2,93,106,87.7,0,0.0,0.0,1,14,0,0,21,Matches
170,Sofiane Diop,fr FRA,MFFW,Monaco,21-284,2000,20.9,704,952,73.9,12726,3540,338,405,83.5,251,316,79.4,94,170,55.3,4,3.3,+0.7,35,55,39,7,100,Matches
171,Andy Diouf,fr FRA,MF,Rennes,19-307,2002,0.2,7,9,77.8,119,7,3,5,60.0,4,4,100.0,0,0,,0,0.5,-0.5,1,0,0,0,0,Matches
172,Assane Dioussé,sn SEN,MF,Saint-Étienne,24-181,1997,0.3,33,36,91.7,628,107,10,11,90.9,16,16,100.0,5,7,71.4,0,0.0,0.0,0,3,0,0,0,Matches
173,Axel Disasi,fr FRA,DF,Monaco,24-009,1998,22.3,1222,1379,88.6,27765,8318,266,289,92.0,710,758,93.7,240,316,75.9,0,0.3,-0.3,5,94,3,0,88,Matches
174,Tiago Djaló,pt POR,DF,Lille,21-345,2000,19.8,1025,1179,86.9,19215,6988,416,452,92.0,465,508,91.5,131,178,73.6,1,0.2,+0.8,2,46,3,1,51,Matches
175,Alexander Djiku,gh GHA,DF,Strasbourg,27-223,1994,21.0,905,1077,84.0,20488,7745,237,262,90.5,462,516,89.5,189,272,69.5,0,0.6,-0.6,7,93,14,3,95,Matches
176,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,19-301,2002,0.6,22,29,75.9,435,125,8,9,88.9,11,12,91.7,3,6,50.0,0,0.0,0.0,0,1,0,0,1,Matches
177,Ouparine Djoco,sn SEN,GK,Clermont Foot,23-332,1998,16.0,327,498,65.7,9541,5883,60,62,96.8,143,146,97.9,118,283,41.7,0,0.0,0.0,0,1,0,0,1,Matches
178,Jeremy Doku,be BEL,MFFW,Rennes,19-297,2002,4.9,112,150,74.7,1805,480,61,79,77.2,41,50,82.0,7,14,50.0,2,1.2,+0.8,9,8,8,2,19,Matches
179,Kasper Dolberg,dk DEN,FW,Nice,24-165,1997,12.7,142,203,70.0,2034,317,88,114,77.2,38,58,65.5,10,14,71.4,1,0.6,+0.4,9,8,6,0,12,Matches
180,Brandon Domingues,fr FRA,MFFW,Troyes,21-287,2000,2.6,69,92,75.0,1118,345,30,38,78.9,30,39,76.9,5,6,83.3,0,0.3,-0.3,7,3,4,2,9,Matches
181,Anastasios Donis,gr GRE,FWMF,Reims,25-203,1996,4.1,52,93,55.9,871,175,26,34,76.5,16,34,47.1,6,14,42.9,0,0.4,-0.4,5,3,4,1,4,Matches
182,Gianluigi Donnarumma,it ITA,GK,Paris S-G,23-023,1999,11.0,277,301,92.0,6027,3245,83,83,100.0,129,132,97.7,62,83,74.7,0,0.0,0.0,0,0,0,0,0,Matches
183,Jodel Dossou,bj BEN,FW,Clermont Foot,30-003,1992,16.1,290,401,72.3,4158,1157,172,205,83.9,94,128,73.4,12,26,46.2,1,2.0,-1.0,18,18,14,6,36,Matches
184,Lucas Douath,fr FRA,MF,Saint-Étienne,18-227,2003,13.8,571,646,88.4,10651,2280,244,273,89.4,239,258,92.6,76,93,81.7,0,0.1,-0.1,5,58,2,0,39,Matches
185,Cheick Doucouré,ml MLI,MF,Lens,22-071,2000,24.8,1265,1453,87.1,23475,5803,534,587,91.0,571,636,89.8,146,191,76.4,3,2.4,+0.6,26,136,17,0,159,Matches
186,Fodé Doucouré,ml MLI,DF,Reims,21-045,2001,1.7,57,80,71.3,994,462,25,30,83.3,27,31,87.1,5,15,33.3,0,0.0,0.0,1,1,1,0,5,Matches
187,Kamory Doumbia,fr FRA,MFFW,Reims,19-030,2003,0.7,19,27,70.4,415,79,7,11,63.6,7,8,87.5,4,6,66.7,0,0.0,0.0,1,2,1,0,2,Matches
188,Moussa Doumbia,ml MLI,FWDF,Reims,27-217,1994,0.2,4,5,80.0,69,25,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
189,Souleyman Doumbia,ci CIV,DF,Angers,25-177,1996,16.7,639,768,83.2,10483,2909,312,342,91.2,285,327,87.2,35,66,53.0,0,0.7,-0.7,10,19,11,8,37,Matches
190,Julian Draxler,de GER,FWMF,Paris S-G,28-181,1993,5.9,265,289,91.7,4194,794,150,159,94.3,87,95,91.6,21,27,77.8,1,1.5,-0.5,8,21,5,1,14,Matches
191,Matthieu Dreyer,fr FRA,GK,Lorient,33-000,1989,6.0,118,184,64.1,4055,2633,14,14,100.0,48,49,98.0,56,120,46.7,0,0.0,0.0,0,0,0,0,0,Matches
192,Leo Dubois,fr FRA,DF,Lyon,27-187,1994,17.9,1061,1269,83.6,19601,6334,460,496,92.7,460,525,87.6,130,217,59.9,0,1.0,-1.0,16,64,21,9,92,Matches
193,Jean-Kevin Duverne,fr FRA,DF,Brest,24-251,1997,24.7,1000,1331,75.1,19517,9199,433,503,86.1,399,503,79.3,156,278,56.1,2,1.9,+0.1,20,100,26,14,106,Matches
194,Enzo Ebosse,cm CMR,DF,Angers,23-009,1999,11.2,529,621,85.2,10664,3931,177,198,89.4,283,316,89.6,64,93,68.8,0,0.4,-0.4,6,27,3,2,32,Matches
195,Hugo Ekitike,fr FRA,FW,Reims,19-273,2002,12.8,245,350,70.0,3338,459,158,208,76.0,62,87,71.3,12,21,57.1,2,1.6,+0.4,13,8,8,2,13,Matches
196,Alberth Elis,hn HON,FWMF,Bordeaux,26-036,1996,14.2,190,299,63.5,2886,956,104,146,71.2,61,90,67.8,15,25,60.0,1,1.5,-0.5,16,19,10,4,23,Matches
197,Sepe Elye Wahi,fr FRA,FWMF,Montpellier,19-077,2003,15.3,125,191,65.4,1599,321,81,109,74.3,32,55,58.2,4,11,36.4,1,0.9,+0.1,12,7,3,0,7,Matches
198,Renaud Emond,be BEL,MFFW,Nantes,30-105,1991,2.1,23,33,69.7,339,54,12,15,80.0,7,10,70.0,2,4,50.0,0,0.0,0.0,0,2,0,0,2,Matches
199,Maxime Estève,fr FRA,DF,Montpellier,19-298,2002,12.5,391,458,85.4,8424,1901,106,120,88.3,211,233,90.6,69,94,73.4,0,0.0,0.0,1,15,1,0,17,Matches
200,Fábio,br BRA,DF,Nantes,31-254,1990,14.0,471,639,73.7,8356,3582,215,254,84.6,205,267,76.8,44,92,47.8,1,0.6,+0.4,7,37,7,2,42,Matches
201,Cesc Fàbregas,es ESP,MF,Monaco,34-320,1987,0.4,42,53,79.2,873,317,11,14,78.6,24,27,88.9,6,10,60.0,0,0.1,-0.1,2,8,3,1,9,Matches
202,Wout Faes,be BEL,DF,Reims,23-351,1998,27.0,920,1045,88.0,20980,6373,211,231,91.3,520,545,95.4,179,246,72.8,0,0.2,-0.2,3,46,2,0,44,Matches
203,Romain Faivre,fr FRA,MF,Brest,23-249,1998,19.9,666,860,77.4,11432,3907,331,386,85.8,221,272,81.3,87,152,57.2,5,3.4,+1.6,35,60,28,5,86,Matches
204,Romain Faivre,fr FRA,FW,Lyon,23-249,1998,5.4,269,330,81.5,4419,1273,138,164,84.1,99,111,89.2,24,39,61.5,0,0.7,-0.7,11,25,8,1,30,Matches
205,Wuilker Faríñez,ve VEN,GK,Lens,24-033,1998,6.5,121,159,76.1,2506,1607,39,39,100.0,50,50,100.0,23,61,37.7,0,0.0,0.0,0,1,0,0,0,Matches
206,Noah Fatar,fr FRA,DFMF,Angers,20-033,2002,0.0,4,7,57.1,88,26,1,2,50.0,3,5,60.0,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
207,Julien Faussurier,fr FRA,DFFW,Brest,35-065,1987,2.3,126,160,78.8,2679,943,55,61,90.2,44,55,80.0,25,36,69.4,0,0.3,-0.3,6,8,9,4,21,Matches
208,Jordan Ferri,fr FRA,MF,Montpellier,30-008,1992,25.4,1614,1915,84.3,33342,10736,583,645,90.4,694,772,89.9,303,434,69.8,1,1.7,-0.7,18,167,20,2,160,Matches
209,Karol Fila,pl POL,DF,Strasbourg,23-280,1998,5.3,254,329,77.2,4123,1752,135,147,91.8,94,124,75.8,21,44,47.7,0,0.7,-0.7,3,9,9,2,25,Matches
210,Alexis Flips,fr FRA,MFFW,Reims,22-061,2000,10.8,290,468,62.0,5461,2134,130,151,86.1,118,169,69.8,38,117,32.5,4,2.2,+1.8,24,17,9,6,28,Matches
211,Mamadou Fofana,ml MLI,DF,Metz,24-058,1998,0.4,3,4,75.0,82,59,1,1,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
212,Seko Fofana,ci CIV,MF,Lens,26-317,1995,28.4,1198,1370,87.4,20311,3537,597,662,90.2,480,528,90.9,101,132,76.5,0,3.1,-3.1,33,64,39,5,88,Matches
213,Youssouf Fofana,fr FRA,MF,Monaco,23-069,1999,14.3,583,763,76.4,10915,2812,245,293,83.6,250,303,82.5,77,140,55.0,3,0.9,+2.1,10,78,18,1,85,Matches
214,Thomas Foket,be BEL,DF,Reims,27-176,1994,15.9,543,694,78.2,9590,3688,251,276,90.9,235,288,81.6,51,99,51.5,0,2.0,-2.0,16,23,17,10,43,Matches
215,Thomas Fontaine,mg MAD,DF,Lorient,30-316,1991,1.9,45,53,84.9,1117,431,7,7,100.0,27,32,84.4,11,11,100.0,0,0.0,0.0,0,4,1,0,4,Matches
