,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
663,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,1991,20,17,1344,14.9,1,3,1,0,0,5,0,0.07,0.20,0.27,0.07,0.27,0.5,0.5,2.3,2.8,0.03,0.16,0.19,0.03,0.19,Matches
664,Ismaël Diomandé,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,18,14,1293,14.4,0,1,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
665,Federico Dionisi,it ITA,FW,Frosinone,it Serie A,31,1987,9,1,204,2.3,1,0,1,0,0,2,0,0.44,0.00,0.44,0.44,0.44,0.6,0.6,0.3,0.8,0.25,0.12,0.37,0.25,0.37,Matches
666,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,30,19,1591,17.7,5,1,5,0,0,3,0,0.28,0.06,0.34,0.28,0.34,6.5,6.5,1.3,7.8,0.37,0.07,0.44,0.37,0.44,Matches
667,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33,33,2970,33.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.1,1.1,0.1,1.2,0.03,0.00,0.04,0.03,0.04,Matches
668,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,28,27,2352,26.1,1,1,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,2.6,2.6,0.7,3.3,0.10,0.03,0.13,0.10,0.13,Matches
669,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,13,9,741,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.5,1.6,0.13,0.06,0.19,0.13,0.19,Matches
670,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,14,9,892,9.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Matches
671,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,7,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.02,0.19,0.20,0.02,0.20,Matches
672,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,4,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
673,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,34,34,2976,33.1,0,0,0,0,0,13,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.8,0.02,0.01,0.03,0.02,0.03,Matches
674,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,17,16,1387,15.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
675,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
676,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,31,31,2754,30.6,1,0,1,0,0,9,1,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.2,1.1,0.03,0.01,0.03,0.03,0.03,Matches
677,Papy Djilobodji,sn SEN,DFFW,Guingamp,fr Ligue 1,29,1988,4,2,175,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.12,0.02,0.14,0.12,0.14,Matches
678,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,24,20,1807,20.1,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,0.9,0.9,1.2,2.1,0.05,0.06,0.11,0.05,0.11,Matches
679,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
680,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24,24,2160,24.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
681,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,26,1992,38,35,3144,34.9,4,5,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,5.2,5.2,3.9,9.1,0.15,0.11,0.26,0.15,0.26,Matches
682,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,3,2,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.05,0.09,0.04,0.09,Matches
683,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
684,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,9,6,625,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.05,0.06,0.01,0.06,Matches
685,Ji Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,27,1991,14,10,891,9.9,4,1,4,0,0,2,0,0.40,0.10,0.51,0.40,0.51,1.3,1.3,1.2,2.5,0.14,0.12,0.25,0.14,0.25,Matches
686,Anastasios Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,24,11,962,10.7,5,2,5,0,0,4,0,0.47,0.19,0.65,0.47,0.65,3.4,3.4,0.9,4.3,0.31,0.08,0.40,0.31,0.40,Matches
687,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,36,36,3090,34.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
688,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.01,0.08,0.07,0.08,Matches
689,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
690,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,14,11,1066,11.8,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Matches
691,Mathieu Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,35,30,2469,27.4,4,2,4,0,0,0,0,0.15,0.07,0.22,0.15,0.22,2.5,2.5,4.3,6.8,0.09,0.16,0.25,0.09,0.25,Matches
692,Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,25,1993,35,34,3062,34.0,5,6,5,0,0,7,0,0.15,0.18,0.32,0.15,0.32,6.0,6.0,3.3,9.3,0.18,0.10,0.27,0.18,0.27,Matches
693,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,9,3,318,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
694,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,28,18,1600,17.8,3,1,3,0,0,5,0,0.17,0.06,0.23,0.17,0.23,2.0,2.0,2.2,4.2,0.11,0.13,0.24,0.11,0.24,Matches
695,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,17,5,541,6.0,2,0,2,0,0,2,0,0.33,0.00,0.33,0.33,0.33,2.7,2.7,0.0,2.7,0.46,0.00,0.46,0.46,0.46,Matches
696,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,7,7,605,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
697,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,18,13,1335,14.8,2,0,2,0,0,4,0,0.13,0.00,0.13,0.13,0.13,0.9,0.9,0.1,0.9,0.06,0.00,0.06,0.06,0.06,Matches
698,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
699,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14,14,1260,14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
700,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,31,22,2046,22.7,3,7,3,0,0,6,0,0.13,0.31,0.44,0.13,0.44,4.9,4.9,5.4,10.2,0.21,0.24,0.45,0.21,0.45,Matches
701,Luke Dreher,eng ENG,MF,Crystal Palace,eng Premier League,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
702,Josip Drmić,ch SUI,FWMF,M'Gladbach,de Bundesliga,25,1992,5,2,222,2.5,2,0,2,0,0,0,0,0.81,0.00,0.81,0.81,0.81,1.2,1.2,0.0,1.2,0.49,0.01,0.49,0.49,0.49,Matches
703,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
704,Óscar Duarte,cr CRC,DFMF,Espanyol,es La Liga,29,1989,11,7,660,7.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
705,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,33,33,2772,30.8,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.4,2.0,0.02,0.05,0.06,0.02,0.06,Matches
706,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,25,21,2044,22.7,1,6,1,0,0,2,0,0.04,0.26,0.31,0.04,0.31,0.9,0.9,3.2,4.1,0.04,0.14,0.18,0.04,0.18,Matches
707,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,1989,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
708,Marvin Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,1994,16,8,823,9.1,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,1.7,1.7,1.8,3.5,0.19,0.19,0.38,0.19,0.38,Matches
709,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,1994,32,30,2563,28.5,11,5,11,0,0,7,0,0.39,0.18,0.56,0.39,0.56,6.5,6.5,4.9,11.4,0.23,0.17,0.40,0.23,0.40,Matches
710,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,35,35,3087,34.3,5,1,5,0,0,4,1,0.15,0.03,0.17,0.15,0.17,2.7,2.7,0.7,3.3,0.08,0.02,0.10,0.08,0.10,Matches
711,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
712,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,26,21,1990,22.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.01,0.02,0.03,0.01,0.03,Matches
713,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,26,21,1848,20.5,4,4,4,0,0,7,1,0.19,0.19,0.39,0.19,0.39,1.1,1.1,3.1,4.2,0.05,0.15,0.20,0.05,0.20,Matches
714,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,36,36,3151,35.0,2,1,2,0,0,6,1,0.06,0.03,0.09,0.06,0.09,1.5,1.5,0.6,2.1,0.04,0.02,0.06,0.04,0.06,Matches
715,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,11,10,940,10.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
716,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,28,21,2055,22.8,0,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.4,0.4,0.7,1.1,0.02,0.03,0.05,0.02,0.05,Matches
717,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,29,1989,36,21,1899,21.1,4,1,2,2,2,5,0,0.19,0.05,0.24,0.09,0.14,4.5,3.0,3.0,6.0,0.22,0.14,0.36,0.14,0.28,Matches
718,Riza Durmisi,dk DEN,DFMF,Lazio,it Serie A,24,1994,10,2,326,3.6,0,1,0,0,0,4,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.6,0.7,0.03,0.15,0.19,0.03,0.19,Matches
719,Hugo Duro,es ESP,MFFW,Getafe,es La Liga,18,1999,11,5,417,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.08,0.09,0.17,0.08,0.17,Matches
720,Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,12,1,222,2.5,0,1,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,0.6,0.6,0.7,1.3,0.23,0.30,0.53,0.23,0.53,Matches
721,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,24,1993,30,24,2137,23.7,5,4,4,1,1,2,0,0.21,0.17,0.38,0.17,0.34,5.4,4.6,3.3,7.9,0.23,0.14,0.36,0.19,0.33,Matches
722,Edin Džeko,ba BIH,FW,Roma,it Serie A,32,1986,33,28,2579,28.7,9,6,9,0,0,9,0,0.31,0.21,0.52,0.31,0.52,14.8,14.8,4.0,18.8,0.52,0.14,0.66,0.52,0.66,Matches
723,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,1986,28,20,1750,19.4,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,2.0,2.0,1.6,3.6,0.10,0.08,0.19,0.10,0.19,Matches
724,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27,27,2426,27.0,3,0,3,0,0,5,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,0.8,2.3,0.06,0.03,0.08,0.06,0.08,Matches
725,Dennis Eckert,de GER,FW,Celta Vigo,es La Liga,21,1997,9,1,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.28,0.03,0.31,0.28,0.31,Matches
726,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,38,37,3376,37.5,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.7,0.7,0.3,1.0,0.02,0.01,0.03,0.02,0.03,Matches
727,Simone Edera,it ITA,FWMF,Torino,it Serie A,21,1997,3,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.06,0.17,0.23,0.06,0.23,Matches
728,Simone Edera,it ITA,FW,Bologna,it Serie A,21,1997,4,3,196,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.25,0.09,0.34,0.25,0.34,Matches
729,Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,38,3420,38.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches
730,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,20,1998,23,12,1113,12.4,4,1,4,0,0,0,0,0.32,0.08,0.40,0.32,0.40,3.3,3.3,1.9,5.2,0.27,0.15,0.42,0.27,0.42,Matches
731,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,34,34,3052,33.9,5,4,5,0,0,4,0,0.15,0.12,0.27,0.15,0.27,3.0,3.0,4.5,7.5,0.09,0.13,0.22,0.09,0.22,Matches
732,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,32,30,2646,29.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.7,0.02,0.03,0.06,0.02,0.06,Matches
733,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,10,7,646,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
734,Harvey Elliott,eng ENG,MF,Fulham,eng Premier League,15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.53,0.00,0.53,0.53,0.53,Matches
735,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,8,5,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.8,0.16,0.04,0.19,0.16,0.19,Matches
736,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,27,24,2254,25.0,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.6,1.8,0.05,0.03,0.07,0.05,0.07,Matches
737,Gorka Elustondo,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,5,3,285,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.07,0.09,0.02,0.09,Matches
738,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,30,30,2623,29.1,2,1,2,0,0,1,0,0.07,0.03,0.10,0.07,0.10,1.6,1.6,0.4,2.0,0.05,0.02,0.07,0.05,0.07,Matches
739,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,5,5,430,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02,Matches
740,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,23,1994,16,8,793,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.2,2.2,1.2,3.5,0.25,0.14,0.39,0.25,0.39,Matches
741,Adri Embarba,es ESP,FWMF,Rayo Vallecano,es La Liga,26,1992,36,27,2282,25.4,5,6,2,3,3,5,1,0.20,0.24,0.43,0.08,0.32,6.0,3.7,6.2,9.9,0.24,0.24,0.48,0.15,0.39,Matches
742,Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,20,15,1345,14.9,5,1,5,0,0,4,0,0.33,0.07,0.40,0.33,0.40,3.6,3.6,2.4,6.1,0.24,0.16,0.41,0.24,0.41,Matches
743,Emerson,br BRA,DF,Betis,es La Liga,19,1999,6,4,317,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.05,0.09,0.13,0.05,0.13,Matches
744,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,31,22,2106,23.4,9,2,9,0,0,7,0,0.38,0.09,0.47,0.38,0.47,7.4,7.4,1.2,8.5,0.31,0.05,0.36,0.31,0.36,Matches
745,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33,33,2970,33.0,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,0.8,1.9,0.03,0.02,0.06,0.03,0.06,Matches
746,Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,35,30,2582,28.7,7,4,7,0,0,4,0,0.24,0.14,0.38,0.24,0.38,9.8,9.8,3.6,13.4,0.34,0.13,0.47,0.34,0.47,Matches
747,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,28,1990,13,9,631,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,1.7,0.13,0.12,0.25,0.13,0.25,Matches
748,Christian Eriksen,dk DEN,MF,Tottenham,eng Premier League,26,1992,35,30,2774,30.8,8,12,8,0,0,3,0,0.26,0.39,0.65,0.26,0.65,5.7,5.7,7.1,12.8,0.18,0.23,0.42,0.18,0.42,Matches
749,Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,19,13,1222,13.6,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.5,1.1,0.04,0.04,0.08,0.04,0.08,Matches
750,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,32,18,1789,19.9,4,1,4,0,0,6,0,0.20,0.05,0.25,0.20,0.25,2.1,2.1,1.0,3.1,0.11,0.05,0.16,0.11,0.16,Matches
751,Sergio Escudero,es ESP,DFMF,Sevilla,es La Liga,28,1989,21,18,1545,17.2,0,1,0,0,0,8,1,0.00,0.06,0.06,0.00,0.06,1.2,1.2,1.1,2.4,0.07,0.07,0.14,0.07,0.14,Matches
752,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,31,31,2727,30.3,1,1,1,0,0,6,2,0.03,0.03,0.07,0.03,0.07,1.4,1.4,0.9,2.2,0.05,0.03,0.07,0.05,0.07,Matches
753,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,32,2880,32.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02,Matches
754,Alexander Esswein,de GER,FWMF,Stuttgart,de Bundesliga,28,1990,17,15,1251,13.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,2.2,3.9,0.12,0.16,0.28,0.12,0.28,Matches
755,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
756,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,27,25,2031,22.6,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.5,0.5,2.5,3.0,0.02,0.11,0.13,0.02,0.13,Matches
757,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,31,30,2677,29.7,4,0,4,0,0,10,0,0.13,0.00,0.13,0.13,0.13,2.3,2.3,0.2,2.4,0.08,0.01,0.08,0.08,0.08,Matches
758,Lucas Evangelista,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,14,9,720,8.0,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.3,1.1,0.10,0.03,0.13,0.10,0.13,Matches
759,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,24,21,1996,22.2,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05,Matches
760,Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,18,15,1341,14.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.00,0.03,0.03,0.03,Matches
761,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,8,4,358,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.8,0.9,0.03,0.21,0.24,0.03,0.24,Matches
762,Valentin Eysseric,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,5,3,209,2.3,1,0,0,1,2,1,0,0.43,0.00,0.43,0.00,0.00,1.9,0.4,0.2,0.6,0.83,0.10,0.92,0.17,0.27,Matches
763,Marco Fabián,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.13,0.00,0.13,0.13,0.13,Matches
764,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,1985,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,Matches
765,Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,28,21,2017,22.4,1,2,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,1.4,2.2,0.04,0.06,0.10,0.04,0.10,Matches
766,Fábio,br BRA,DF,Nantes,fr Ligue 1,28,1990,20,15,1276,14.2,0,2,0,0,0,4,1,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.4,0.7,0.02,0.03,0.05,0.02,0.05,Matches
767,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,6,1,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.10,0.13,0.03,0.13,Matches
768,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,13,12,966,10.7,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.7,1.7,0.9,2.6,0.16,0.08,0.24,0.16,0.24,Matches
769,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
770,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,17,16,1470,16.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
771,Romain Faivre,fr FRA,MFFW,Monaco,fr Ligue 1,20,1998,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.19,0.04,0.23,0.19,0.23,Matches
772,Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36,36,3240,36.0,5,4,5,0,0,6,0,0.14,0.11,0.25,0.14,0.25,2.5,2.5,4.4,6.8,0.07,0.12,0.19,0.07,0.19,Matches
773,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,33,29,2557,28.4,15,2,12,3,4,10,0,0.53,0.07,0.60,0.42,0.49,15.3,12.2,1.8,14.0,0.54,0.06,0.60,0.43,0.49,Matches
774,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,16,8,703,7.8,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,2.2,2.2,0.9,3.1,0.28,0.11,0.40,0.28,0.40,Matches
