Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2345,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,880,1049,83.9,18209,7118,285,318,89.6,464,516,89.9,126,202,62.4,0,0.4,-0.4,3,73,5,0,79,Matches
2346,Timo Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,0.2,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2347,Renato Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,26,1991,16.7,437,581,75.2,7975,2086,194,240,80.8,189,240,78.8,48,75,64.0,1,1.7,-0.7,14,35,24,8,48,Matches
2348,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,1.2,81,95,85.3,1441,513,36,40,90.0,34,36,94.4,7,14,50.0,0,0.2,-0.2,1,10,0,0,11,Matches
2349,Pascal Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,16.1,718,884,81.2,17151,5421,186,212,87.7,339,391,86.7,186,262,71.0,2,1.4,+0.6,16,48,21,12,69,Matches
2350,Dale Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,27.6,1147,1372,83.6,25346,6555,350,407,86.0,569,624,91.2,218,308,70.8,1,0.8,+0.2,20,138,10,1,114,Matches
2351,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,18.9,601,791,76.0,12636,5171,218,248,87.9,268,330,81.2,106,197,53.8,0,0.3,-0.3,5,48,5,1,48,Matches
2352,Mariusz Stępiński,pl POL,FW,Chievo,it Serie A,23,1995,27.5,438,586,74.7,6417,984,246,294,83.7,141,187,75.4,26,47,55.3,2,1.4,+0.6,27,23,12,3,24,Matches
2353,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,30.8,1103,1330,82.9,15404,3230,701,765,91.6,338,408,82.8,37,81,45.7,9,9.7,-0.7,61,19,56,4,102,Matches
2354,Lars Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,29,1988,16.8,602,732,82.2,10896,1788,261,319,81.8,251,287,87.5,79,96,82.3,1,2.9,-1.9,24,56,18,1,58,Matches
2355,Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,23.5,1181,1420,83.2,25614,7556,437,492,88.8,471,543,86.7,261,354,73.7,7,6.0,+1.0,54,148,36,7,161,Matches
2356,John Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,19.6,1649,1738,94.9,34324,9301,515,533,96.6,863,894,96.5,261,298,87.6,0,0.2,-0.2,5,112,6,0,95,Matches
2357,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35.0,754,1081,69.8,23852,15667,120,122,98.4,301,312,96.5,325,637,51.0,0,0.0,0.0,1,20,1,0,1,Matches
2358,Tobias Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,28,1990,25.5,1346,1493,90.2,30809,8294,318,347,91.6,741,777,95.4,280,354,79.1,4,1.5,+2.5,14,126,13,0,125,Matches
2359,Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,21.6,957,1190,80.4,16249,4685,483,553,87.3,376,448,83.9,91,157,58.0,5,1.4,+3.6,20,92,14,1,101,Matches
2360,Kevin Strootman,nl NED,MF,Roma,it Serie A,28,1990,1.0,30,38,78.9,471,101,15,17,88.2,13,16,81.3,2,4,50.0,0,0.1,-0.1,1,2,1,0,2,Matches
2361,Jens Stryger Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,35.9,1262,1649,76.5,23430,11701,521,595,87.6,597,718,83.1,135,292,46.2,4,1.8,+2.2,31,132,35,14,172,Matches
2362,Cristhian Stuani,uy URU,FW,Girona,es La Liga,31,1986,30.3,352,501,70.3,5096,606,216,277,78.0,100,156,64.1,19,32,59.4,0,1.0,-1.0,14,19,5,0,18,Matches
2363,Leo Štulac,si SVN,MF,Parma,it Serie A,23,1994,16.1,564,702,80.3,12112,3177,180,205,87.8,263,302,87.1,113,179,63.1,2,2.1,-0.1,22,41,5,1,47,Matches
2364,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,2.4,43,72,59.7,775,299,20,26,76.9,15,28,53.6,7,12,58.3,0,0.2,-0.2,2,2,0,0,5,Matches
2365,Daniel Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,5.7,157,196,80.1,2665,801,84,97,86.6,52,68,76.5,17,22,77.3,1,1.2,-0.2,8,13,11,1,29,Matches
2366,Damián Suárez,uy URU,DF,Getafe,es La Liga,30,1988,36.0,1333,1966,67.8,28744,15942,523,620,84.4,542,734,73.8,257,555,46.3,3,4.3,-1.3,62,126,52,21,164,Matches
2367,Denis Suárez,es ESP,FW,Arsenal,eng Premier League,24,1994,0.8,32,35,91.4,444,69,20,20,100.0,8,10,80.0,2,2,100.0,0,0.0,0.0,0,2,1,0,1,Matches
2368,Denis Suárez,es ESP,MF,Barcelona,es La Liga,24,1994,0.2,14,20,70.0,225,62,8,10,80.0,5,7,71.4,1,1,100.0,0,0.1,-0.1,1,0,2,1,1,Matches
2369,Leonardo Suárez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,5.7,114,149,76.5,1921,518,55,68,80.9,45,57,78.9,13,19,68.4,0,0.4,-0.4,3,15,4,0,17,Matches
2370,Luis Suárez,uy URU,FW,Barcelona,es La Liga,31,1987,31.4,767,1025,74.8,12821,2315,424,523,81.1,233,307,75.9,85,114,74.6,6,6.7,-0.7,50,38,39,5,69,Matches
2371,Mario Suárez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,11.4,454,558,81.4,8709,2588,179,200,89.5,200,243,82.3,66,100,66.0,0,0.6,-0.6,9,43,6,0,42,Matches
2372,Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,6.1,222,295,75.3,3521,1471,123,143,86.0,72,90,80.0,22,47,46.8,0,0.4,-0.4,4,11,4,3,15,Matches
2373,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,33,1984,12.6,209,315,66.3,7555,5131,8,8,100.0,89,90,98.9,111,216,51.4,0,0.0,0.0,0,6,0,0,0,Matches
2374,Neven Subotić,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,23.9,960,1147,83.7,22647,6725,197,231,85.3,530,583,90.9,225,318,70.8,0,0.3,-0.3,5,40,3,0,41,Matches
2375,Isaac Success,ng NGA,FWMF,Watford,eng Premier League,22,1996,11.7,258,369,69.9,4080,823,143,186,76.9,81,107,75.7,21,39,53.8,1,2.1,-1.1,20,19,19,6,29,Matches
2376,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29.5,2371,2547,93.1,54476,16051,531,561,94.7,1275,1336,95.4,555,631,88.0,0,0.3,-0.3,6,222,11,0,148,Matches
2377,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,14.5,523,644,81.2,11060,2906,197,219,90.0,205,229,89.5,110,177,62.1,1,1.0,0.0,15,56,8,1,50,Matches
2378,Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,16.0,727,836,87.0,13770,3842,292,326,89.6,322,351,91.7,97,135,71.9,0,0.8,-0.8,10,54,15,1,71,Matches
2379,Sam Surridge,eng ENG,FWDF,Bournemouth,eng Premier League,20,1998,0.1,3,5,60.0,34,0,2,4,50.0,1,1,100.0,0,0,,0,0.1,-0.1,1,0,0,0,0,Matches
2380,Markel Susaeta,es ESP,FW,Athletic Club,es La Liga,30,1987,15.3,474,651,72.8,7638,2061,251,291,86.3,170,213,79.8,43,115,37.4,2,2.4,-0.4,33,27,22,8,26,Matches
2381,Suso,es ESP,FWMF,Milan,it Serie A,24,1993,33.5,1327,1768,75.1,25249,8461,597,688,86.8,524,664,78.9,183,348,52.6,10,8.9,+1.1,99,138,112,38,234,Matches
2382,Markus Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,31,1987,5.4,175,260,67.3,4050,1591,58,68,85.3,75,96,78.1,42,95,44.2,1,0.8,+0.2,8,12,5,3,16,Matches
2383,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,13.1,260,346,75.1,4484,1341,133,153,86.9,86,121,71.1,36,53,67.9,3,1.1,+1.9,13,15,8,1,23,Matches
2384,Sanasi Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,0.0,1,1,100.0,27,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
2385,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,2.5,49,63,77.8,1354,875,10,10,100.0,18,18,100.0,21,35,60.0,0,0.0,0.0,0,0,0,0,0,Matches
2386,Issiaga Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,24,1994,22.2,860,1134,75.8,14338,5694,446,511,87.3,328,430,76.3,73,146,50.0,0,1.2,-1.2,15,52,14,8,87,Matches
2387,Moussa Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,18,1999,8.5,114,176,64.8,1664,282,67,90,74.4,36,55,65.5,7,15,46.7,0,1.7,-1.7,14,2,2,0,9,Matches
2388,Eddy Sylvestre,fr FRA,FW,Nice,fr Ligue 1,18,1999,3.0,87,109,79.8,1190,179,56,64,87.5,25,32,78.1,4,6,66.7,1,0.1,+0.9,2,7,1,1,6,Matches
2389,Ádám Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,18.1,298,411,72.5,4060,848,183,232,78.9,73,109,67.0,23,35,65.7,3,2.4,+0.6,23,18,9,0,29,Matches
2390,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,28,1990,28.0,585,731,80.0,18815,10520,56,56,100.0,273,275,99.3,256,399,64.2,0,0.0,0.0,0,4,1,0,0,Matches
2391,Alexander Sørloth,no NOR,FW,Crystal Palace,eng Premier League,22,1995,2.1,38,58,65.5,513,94,25,40,62.5,11,15,73.3,1,2,50.0,0,0.6,-0.6,3,1,0,0,1,Matches
2392,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2.0,53,68,77.9,1140,533,11,12,91.7,33,35,94.3,9,20,45.0,0,0.0,0.0,0,2,1,0,7,Matches
2393,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,32.6,2217,2471,89.7,47170,11803,568,622,91.3,1291,1385,93.2,345,435,79.3,1,0.8,+0.2,8,195,9,1,138,Matches
2394,Flavien Tait,fr FRA,MFFW,Angers,fr Ligue 1,25,1993,33.2,1139,1560,73.0,19591,6723,598,696,85.9,390,532,73.3,141,283,49.8,7,7.1,-0.1,73,102,46,13,140,Matches
2395,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,32.7,1659,1868,88.8,29625,6366,769,833,92.3,676,730,92.6,190,251,75.7,3,1.7,+1.3,26,124,14,3,118,Matches
2396,Strahinja Tanasijević,rs SRB,DF,Chievo,it Serie A,21,1997,0.2,13,14,92.9,272,98,2,2,100.0,9,9,100.0,2,3,66.7,0,0.0,0.0,0,1,0,0,0,Matches
2397,Matt Targett,eng ENG,DF,Southampton,eng Premier League,22,1995,13.2,446,672,66.4,7951,4043,217,259,83.8,166,246,67.5,52,129,40.3,3,2.6,+0.4,23,35,16,9,57,Matches
2398,Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,22,1996,15.9,392,525,74.7,8235,3022,119,140,85.0,209,255,82.0,59,113,52.2,0,0.0,0.0,1,22,3,1,22,Matches
2399,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,25,1992,34.3,792,1101,71.9,19859,7696,183,218,83.9,383,470,81.5,218,394,55.3,1,0.3,+0.7,5,91,13,0,100,Matches
2400,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,26.6,580,828,70.0,19646,13847,45,47,95.7,268,271,98.9,267,509,52.5,0,0.2,-0.2,1,3,1,1,0,Matches
2401,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,29,1988,31.2,450,731,61.6,6464,1306,276,402,68.7,142,240,59.2,18,41,43.9,4,2.3,+1.7,22,25,13,2,43,Matches
2402,Júnior Tavares,br BRA,DF,Sampdoria,it Serie A,21,1996,2.0,174,198,87.9,2918,1044,78,83,94.0,82,94,87.2,12,16,75.0,0,0.2,-0.2,2,16,6,1,21,Matches
2403,Taleb Tawatha,il ISR,DFFW,Eint Frankfurt,de Bundesliga,26,1992,1.4,29,48,60.4,586,333,12,18,66.7,12,17,70.6,5,11,45.5,0,0.0,0.0,0,3,0,0,5,Matches
2404,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,24,1993,36.0,1216,1708,71.2,22106,9479,591,659,89.7,445,604,73.7,158,365,43.3,1,1.2,-0.2,11,66,21,14,88,Matches
2405,Malik Tchokounté,fr FRA,FWMF,Caen,fr Ligue 1,29,1988,16.4,310,461,67.2,4488,767,193,263,73.4,80,123,65.0,25,45,55.6,2,0.5,+1.5,7,17,2,0,19,Matches
2406,Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,7.8,219,277,79.1,3882,1202,104,126,82.5,89,104,85.6,23,38,60.5,0,0.5,-0.5,4,16,2,0,19,Matches
2407,Georg Teigl,at AUT,MFFW,Augsburg,de Bundesliga,27,1991,3.3,44,66,66.7,717,266,20,25,80.0,17,24,70.8,4,8,50.0,0,0.1,-0.1,2,3,2,0,4,Matches
2408,Cristian Tello,es ESP,DFMF,Betis,es La Liga,26,1991,17.5,785,935,84.0,13467,3339,393,444,88.5,305,353,86.4,78,107,72.9,6,2.7,+3.3,25,39,23,7,61,Matches
2409,Łukasz Teodorczyk,pl POL,FWMF,Udinese,it Serie A,27,1991,4.4,54,87,62.1,882,157,32,38,84.2,15,27,55.6,6,11,54.5,0,0.0,0.0,2,3,1,0,3,Matches
2410,Hidde ter Avest,nl NED,DFMF,Udinese,it Serie A,21,1997,10.8,366,500,73.2,6218,2494,186,212,87.7,136,193,70.5,39,74,52.7,1,0.9,+0.1,11,17,8,4,41,Matches
2411,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35.0,911,1060,85.9,24793,14973,141,142,99.3,471,475,99.2,295,439,67.2,0,0.0,0.0,1,5,0,0,0,Matches
2412,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2.0,45,66,68.2,1178,634,7,7,100.0,26,27,96.3,12,32,37.5,0,0.0,0.0,0,0,0,0,0,Matches
2413,Pietro Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8.0,184,230,80.0,5367,3205,19,19,100.0,105,105,100.0,60,106,56.6,0,0.0,0.0,0,2,0,0,0,Matches
2414,Marco Terrazzino,de GER,FWMF,Freiburg,de Bundesliga,27,1991,5.7,159,219,72.6,2434,690,83,107,77.6,61,80,76.3,10,19,52.6,0,0.6,-0.6,11,12,6,1,16,Matches
2415,Martin Terrier,fr FRA,FW,Lyon,fr Ligue 1,21,1997,16.5,449,547,82.1,6768,1907,259,303,85.5,152,180,84.4,31,48,64.6,0,3.4,-3.4,27,32,21,3,62,Matches
2416,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,22,1995,11.6,634,781,81.2,12093,4326,262,287,91.3,281,331,84.9,85,142,59.9,3,1.9,+1.1,21,54,19,11,75,Matches
2417,Cedric Teuchert,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.8,10,14,71.4,140,9,6,9,66.7,4,5,80.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2418,Florian Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,25,1993,29.0,921,1249,73.7,14933,4295,545,630,86.5,265,339,78.2,95,216,44.0,8,4.9,+3.1,45,77,43,13,96,Matches
2419,Cyril Théréau,fr FRA,FW,Fiorentina,it Serie A,35,1983,0.3,10,10,100.0,155,6,6,6,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
2420,Cyril Théréau,fr FRA,FWMF,Cagliari,it Serie A,35,1983,1.5,46,62,74.2,601,80,30,38,78.9,15,22,68.2,0,0,,0,0.0,0.0,0,3,0,0,2,Matches
2421,Sada Thioub,sn SEN,FWMF,Nîmes,fr Ligue 1,23,1995,27.5,725,988,73.4,11246,3712,419,507,82.6,234,322,72.7,59,108,54.6,5,3.5,+1.5,42,62,41,16,90,Matches
2422,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,30,1988,26.6,1041,1214,85.7,23371,9267,254,273,93.0,549,605,90.7,226,317,71.3,1,0.2,+0.8,7,52,1,0,51,Matches
2423,Adrien Thomasson,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1993,27.5,908,1192,76.2,15205,3214,470,578,81.3,324,402,80.6,92,148,62.2,8,3.4,+4.6,42,45,33,7,76,Matches
2424,Erik Thommy,de GER,MFFW,Stuttgart,de Bundesliga,23,1994,8.8,233,321,72.6,3863,1169,112,135,83.0,94,119,79.0,22,45,48.9,1,1.5,-0.5,19,16,7,3,20,Matches
2425,Marcus Thuram,fr FRA,FWMF,Guingamp,fr Ligue 1,20,1997,28.6,609,851,71.6,8622,2327,379,479,79.1,202,280,72.1,14,56,25.0,1,3.3,-2.3,32,38,22,6,64,Matches
2426,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,21,1997,12.1,542,645,84.0,10283,2343,220,250,88.0,235,261,90.0,76,102,74.5,4,2.5,+1.5,19,65,13,3,63,Matches
2427,Youri Tielemans,be BEL,MF,Monaco,fr Ligue 1,21,1997,18.7,752,978,76.9,15310,4904,266,319,83.4,363,427,85.0,117,209,56.0,1,1.6,-0.6,20,80,16,3,125,Matches
2428,Timothy Tillman,de GER,FWMF,Nürnberg,de Bundesliga,19,1999,2.3,43,53,81.1,708,230,20,20,100.0,19,24,79.2,3,6,50.0,0,0.4,-0.4,3,4,2,0,6,Matches
2429,Cheick Timite,ci CIV,FWMF,Amiens,fr Ligue 1,20,1997,16.2,265,352,75.3,3762,690,166,190,87.4,75,97,77.3,14,42,33.3,1,1.1,-0.1,14,16,8,2,17,Matches
2430,David Timor,es ESP,MFFW,Girona,es La Liga,28,1989,1.8,72,92,78.3,1520,330,27,32,84.4,32,39,82.1,13,21,61.9,0,0.1,-0.1,2,4,2,0,4,Matches
2431,George Timotheou,au AUS,DF,Schalke 04,de Bundesliga,21,1997,1.0,39,50,78.0,943,428,7,9,77.8,21,23,91.3,10,16,62.5,0,0.0,0.0,0,2,0,0,4,Matches
2432,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,25,1993,9.8,473,599,79.0,12425,3383,85,116,73.3,224,262,85.5,159,211,75.4,0,0.1,-0.1,1,47,2,1,35,Matches
2433,Tito,es ESP,DF,Rayo Vallecano,es La Liga,33,1985,12.2,481,617,78.0,7927,3627,231,256,90.2,219,275,79.6,29,71,40.8,0,0.1,-0.1,6,39,4,2,39,Matches
2434,Jean-Clair Todibo,fr FRA,DF,Barcelona,es La Liga,18,1999,1.7,108,116,93.1,1856,607,43,43,100.0,59,63,93.7,5,9,55.6,0,0.0,0.0,0,5,0,0,7,Matches
2435,Jean-Clair Todibo,fr FRA,DF,Toulouse,fr Ligue 1,18,1999,9.3,363,436,83.3,7690,1867,96,114,84.2,184,207,88.9,70,98,71.4,0,0.0,0.0,0,6,0,0,15,Matches
2436,Karl Toko Ekambi,cm CMR,FW,Villarreal,es La Liga,25,1992,23.8,380,520,73.1,6158,995,211,260,81.2,130,180,72.2,33,53,62.3,1,1.7,-0.7,21,17,14,6,27,Matches
2437,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,23,1994,0.6,33,39,84.6,574,112,18,19,94.7,12,15,80.0,3,5,60.0,0,0.1,-0.1,2,4,0,0,5,Matches
2438,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,27,1990,19.4,1061,1252,84.7,21825,7168,335,373,89.8,559,618,90.5,161,235,68.5,3,2.0,+1.0,11,73,11,0,97,Matches
2439,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,23,1994,31.3,402,501,80.2,7188,1100,201,233,86.3,137,156,87.8,54,85,63.5,1,1.8,-0.8,20,32,11,0,37,Matches
2440,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,29,1989,28.4,919,1077,85.3,22141,6721,203,221,91.9,462,501,92.2,247,341,72.4,1,1.1,-0.1,6,54,3,0,44,Matches
2441,Nenad Tomović,rs SRB,DF,Chievo,it Serie A,30,1987,8.2,317,391,81.1,5869,2441,116,130,89.2,170,195,87.2,29,54,53.7,0,0.1,-0.1,3,16,2,2,24,Matches
2442,Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,28,1990,18.4,1072,1212,88.4,20897,7518,352,370,95.1,559,618,90.5,136,188,72.3,0,0.0,0.0,1,63,4,0,91,Matches
2443,Toño,es ESP,DFMF,Levante,es La Liga,28,1989,19.6,657,885,74.2,10374,5197,366,422,86.7,245,310,79.0,40,118,33.9,2,1.5,+0.5,17,53,20,4,82,Matches
2444,Ömer Toprak,tr TUR,DF,Dortmund,de Bundesliga,29,1989,2.6,178,182,97.8,3313,814,63,65,96.9,99,99,100.0,16,18,88.9,0,0.0,0.0,0,9,0,0,4,Matches
2445,Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,22,1996,26.5,1411,1623,86.9,26782,6268,524,574,91.3,687,757,90.8,173,238,72.7,2,1.2,+0.8,16,100,21,1,122,Matches
2446,Daniel Torres,co COL,MF,Alavés,es La Liga,28,1989,0.8,14,16,87.5,217,59,6,6,100.0,8,8,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2447,Ferrán Torres,es ESP,MFFW,Valencia,es La Liga,18,2000,9.4,245,338,72.5,3910,1238,133,170,78.2,84,109,77.1,21,40,52.5,1,1.5,-0.5,12,10,20,7,29,Matches
2448,Lucas Torró,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1994,6.2,190,259,73.4,3451,1098,80,102,78.4,87,117,74.4,20,33,60.6,0,0.2,-0.2,3,14,3,0,26,Matches
2449,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,20,1997,12.9,388,488,79.5,8895,2592,98,118,83.1,202,236,85.6,86,129,66.7,2,0.6,+1.4,4,19,3,2,19,Matches
2450,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,27,1991,11.8,194,259,74.9,2748,441,113,144,78.5,47,64,73.4,16,18,88.9,3,0.7,+2.3,12,7,8,1,14,Matches
2451,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,24,1994,30.5,1126,1404,80.2,20563,5419,462,549,84.2,532,630,84.4,115,186,61.8,1,1.5,-0.5,22,135,19,4,130,Matches
2452,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,22,1996,5.8,183,241,75.9,3492,1293,76,94,80.9,78,100,78.0,28,40,70.0,0,0.0,0.0,1,29,2,0,21,Matches
2453,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,22,1996,3.8,201,242,83.1,3931,1397,69,78,88.5,107,125,85.6,24,36,66.7,0,0.0,0.0,0,17,1,0,31,Matches
2454,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,21,1997,19.2,870,994,87.5,17430,3220,297,344,86.3,435,471,92.4,129,161,80.1,0,0.6,-0.6,10,97,9,1,68,Matches
2455,Andros Townsend,eng ENG,FWMF,Crystal Palace,eng Premier League,27,1991,33.4,884,1224,72.2,14293,3893,473,554,85.4,307,399,76.9,77,191,40.3,4,5.2,-1.2,62,57,45,20,86,Matches
2456,Adama Traoré,ml MLI,MFFW,Monaco,fr Ligue 1,23,1995,2.7,88,110,80.0,1571,346,43,51,84.3,36,45,80.0,9,12,75.0,1,0.2,+0.8,6,9,3,0,10,Matches
2457,Adama Traoré,es ESP,FWDF,Wolves,eng Premier League,22,1996,10.0,234,328,71.3,3755,1137,130,163,79.8,78,106,73.6,19,31,61.3,1,1.7,-0.7,16,14,17,10,25,Matches
2458,Bertrand Traoré,bf BFA,FW,Lyon,fr Ligue 1,22,1995,23.5,844,1048,80.5,14141,3566,434,503,86.3,313,385,81.3,88,117,75.2,2,3.0,-1.0,28,58,44,8,108,Matches
2459,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,26,1992,12.9,423,580,72.9,7602,3500,187,217,86.2,179,236,75.8,52,101,51.5,0,0.8,-0.8,9,35,13,8,38,Matches
2460,Cheick Traoré,ml MLI,DF,Guingamp,fr Ligue 1,23,1995,16.8,412,683,60.3,7786,4232,171,219,78.1,188,295,63.7,51,143,35.7,0,1.0,-1.0,14,28,14,8,49,Matches
2461,Gaoussou Traoré,fr FRA,MF,Amiens,fr Ligue 1,18,1999,1.2,28,37,75.7,499,97,13,17,76.5,12,16,75.0,3,4,75.0,0,0.0,0.0,1,3,1,0,3,Matches
2462,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,26,1992,33.0,1591,1939,82.1,29467,11705,664,743,89.4,721,851,84.7,190,287,66.2,2,2.5,-0.5,33,127,33,17,158,Matches
2463,Ibrahima Traoré,gn GUI,FWMF,M'Gladbach,de Bundesliga,30,1988,6.1,206,289,71.3,4301,1214,69,86,80.2,97,128,75.8,37,64,57.8,2,2.1,-0.1,8,15,17,9,22,Matches
2464,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,31,1986,29.3,948,1115,85.0,21145,8667,218,250,87.2,556,592,93.9,168,251,66.9,1,0.7,+0.3,5,70,10,1,60,Matches
2465,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,28,1990,32.6,778,1209,64.4,30304,23534,102,102,100.0,238,243,97.9,436,861,50.6,0,0.0,0.0,0,50,0,0,1,Matches
2466,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,19,1999,2.0,43,57,75.4,1271,698,9,10,90.0,17,17,100.0,17,30,56.7,0,0.0,0.0,0,0,0,0,1,Matches
2467,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,es La Liga,30,1988,19.6,669,877,76.3,10262,3059,372,439,84.7,236,295,80.0,42,98,42.9,4,2.4,+1.6,25,72,18,3,86,Matches
2468,Driss Trichard,fr FRA,DF,Bordeaux,fr Ligue 1,23,1995,1.0,32,48,66.7,507,239,17,20,85.0,12,21,57.1,2,6,33.3,0,0.0,0.0,0,0,1,0,4,Matches
2469,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,26,1991,17.2,863,1006,85.8,16473,4705,342,368,92.9,392,436,89.9,120,182,65.9,0,1.3,-1.3,14,95,19,0,88,Matches
2470,Kieran Trippier,eng ENG,DF,Tottenham,eng Premier League,27,1990,25.3,1531,1993,76.8,29475,11752,644,706,91.2,648,781,83.0,226,447,50.6,3,4.6,-1.6,47,94,65,26,172,Matches
2471,William Troost-Ekong,ng NGA,DF,Udinese,it Serie A,24,1993,34.0,921,1118,82.4,22773,7245,169,208,81.3,484,548,88.3,260,347,74.9,0,0.1,-0.1,2,45,3,1,33,Matches
2472,Marcello Trotta,it ITA,FW,Frosinone,it Serie A,25,1992,4.4,85,116,73.3,1538,318,41,56,73.2,32,43,74.4,11,13,84.6,0,0.3,-0.3,3,4,2,1,7,Matches
2473,Marcello Trotta,it ITA,FW,Sassuolo,it Serie A,25,1992,0.1,2,2,100.0,15,5,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2474,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,32,1985,1.0,20,27,74.1,527,284,2,2,100.0,10,10,100.0,7,14,50.0,0,0.0,0.0,0,0,0,0,0,Matches
