,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2000,Pere Pons,es ESP,MF,Girona,es La Liga,24,1993,31,30,2559,28.4,0,2,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,1.0,1.0,1.5,2.6,0.04,0.05,0.09,0.04,0.09,Matches
2001,Simone Pontisso,it ITA,MF,Udinese,it Serie A,20,1997,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2002,Nick Pope,eng ENG,GK,Burnley,eng Premier League,25,1992,35,34,3115,34.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
2003,Jérémie Porsan-Clémenté,fr FRA,MF,Montpellier,fr Ligue 1,19,1997,1,1,89,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.05,0.07,0.02,0.07,Matches
2004,Francisco Portillo,es ESP,MFFW,Getafe,es La Liga,27,1990,33,28,2460,27.3,2,3,1,1,2,6,0,0.07,0.11,0.18,0.04,0.15,2.7,1.1,3.0,4.1,0.10,0.11,0.21,0.04,0.15,Matches
2005,Portu,es ESP,FWMF,Girona,es La Liga,25,1992,37,35,2997,33.3,11,5,11,0,0,4,0,0.33,0.15,0.48,0.33,0.48,7.0,7.0,5.4,12.4,0.21,0.16,0.37,0.21,0.37,Matches
2006,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,20,1997,9,9,756,8.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
2007,Sergio Postigo,es ESP,DF,Levante,es La Liga,28,1988,30,27,2425,26.9,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches
2008,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,23,1994,30,18,1664,18.5,4,2,4,0,0,1,0,0.22,0.11,0.32,0.22,0.32,7.0,7.0,1.4,8.4,0.38,0.08,0.45,0.38,0.45,Matches
2009,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,24,1992,19,19,1703,18.9,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.9,1.1,0.02,0.05,0.06,0.02,0.06,Matches
2010,Darío Poveda,es ESP,FW,Villarreal,es La Liga,20,1997,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2011,Dennis Praet,be BEL,MF,Sampdoria,it Serie A,23,1994,32,31,2657,29.5,1,3,1,0,0,4,0,0.03,0.10,0.14,0.03,0.14,1.4,1.4,3.1,4.5,0.05,0.10,0.15,0.05,0.15,Matches
2012,Sanjin Prcić,ba BIH,MF,Rennes,fr Ligue 1,23,1993,19,18,1565,17.4,1,2,1,0,0,3,0,0.06,0.12,0.17,0.06,0.17,0.5,0.5,0.4,0.9,0.03,0.02,0.05,0.03,0.05,Matches
2013,Nicolas de Préville,fr FRA,FW,Bordeaux,fr Ligue 1,26,1991,29,22,1935,21.5,4,4,4,0,1,6,0,0.19,0.19,0.37,0.19,0.37,5.6,4.8,3.7,8.5,0.26,0.17,0.43,0.22,0.40,Matches
2014,Nicolas de Préville,fr FRA,FW,Lille,fr Ligue 1,26,1991,4,3,285,3.2,2,0,1,1,1,0,0,0.63,0.00,0.63,0.32,0.32,2.1,1.3,0.2,1.5,0.66,0.06,0.72,0.42,0.48,Matches
2015,Andrés Prieto,es ESP,GK,Málaga,es La Liga,23,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2016,Xabi Prieto,es ESP,MF,Real Sociedad,es La Liga,33,1983,26,24,1929,21.4,3,5,2,1,1,1,0,0.14,0.23,0.37,0.09,0.33,2.9,2.1,4.5,6.7,0.14,0.21,0.35,0.10,0.31,Matches
2017,Jérôme Prior,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2018,Alex Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,24,1993,14,12,998,11.1,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,1.9,3.0,0.10,0.17,0.27,0.10,0.27,Matches
2019,Sloan Privat,fr FRA,FW,Guingamp,fr Ligue 1,28,1989,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2020,Sebastian Prödl,at AUT,DF,Watford,eng Premier League,30,1987,21,17,1570,17.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.9,0.03,0.02,0.05,0.03,0.05,Matches
2021,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,25,1991,35,35,3119,34.7,0,4,0,0,0,2,1,0.00,0.12,0.12,0.00,0.12,1.9,1.9,1.2,3.1,0.05,0.03,0.09,0.05,0.09,Matches
2022,Manuel Pucciarelli,it ITA,FW,Chievo,it Serie A,26,1991,22,17,1380,15.3,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,0.9,2.6,0.11,0.06,0.17,0.11,0.17,Matches
2023,Christian Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,14,14,1179,13.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2024,Christian Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2025,Marc Pugh,eng ENG,MFFW,Bournemouth,eng Premier League,30,1987,20,11,985,10.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.7,2.4,0.15,0.07,0.22,0.15,0.22,Matches
2026,Erick Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,32,31,2770,30.8,3,0,3,0,1,9,0,0.10,0.00,0.10,0.10,0.10,1.7,0.9,2.6,3.6,0.06,0.09,0.14,0.03,0.12,Matches
2027,Christian Pulisic,us USA,FW,Dortmund,de Bundesliga,18,1998,32,27,2302,25.6,4,5,4,0,0,1,0,0.16,0.20,0.35,0.16,0.35,5.2,5.2,5.9,11.1,0.20,0.23,0.43,0.20,0.43,Matches
2028,Jason Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,31,1986,10,6,645,7.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.5,1.6,0.17,0.08,0.25,0.17,0.25,Matches
2029,George Pușcaș,ro ROU,FWMF,Benevento,it Serie A,21,1996,11,7,702,7.8,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,2.6,2.6,0.3,2.9,0.33,0.04,0.37,0.33,0.37,Matches
2030,Loïc Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,8,0,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.18,0.20,0.03,0.20,Matches
2031,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,35,33,2719,30.2,19,5,12,7,8,4,0,0.63,0.17,0.79,0.40,0.56,16.7,10.6,5.6,16.2,0.55,0.19,0.74,0.35,0.54,Matches
2032,Robin Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,24,15,1409,15.7,4,1,4,0,0,3,0,0.26,0.06,0.32,0.26,0.32,5.6,5.6,1.4,7.0,0.36,0.09,0.45,0.36,0.45,Matches
2033,Collin Quaner,de GER,FWMF,Huddersfield,eng Premier League,26,1991,26,13,1280,14.2,0,4,0,0,0,4,0,0.00,0.28,0.28,0.00,0.28,1.8,1.8,2.4,4.3,0.13,0.17,0.30,0.13,0.30,Matches
2034,Dani Raba,es ESP,MFFW,Villarreal,es La Liga,21,1995,21,14,1110,12.3,2,4,2,0,0,3,1,0.16,0.32,0.49,0.16,0.49,2.1,2.1,3.5,5.6,0.17,0.29,0.46,0.17,0.46,Matches
2035,Adrien Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,33,27,2362,26.2,1,5,1,0,0,2,0,0.04,0.19,0.23,0.04,0.23,1.7,1.7,3.3,4.9,0.06,0.12,0.19,0.06,0.19,Matches
2036,Nemanja Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,26,11,1105,12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.6,1.3,0.06,0.05,0.10,0.06,0.10,Matches
2037,Ivan Radovanović,rs SRB,MF,Chievo,it Serie A,28,1988,35,35,3140,34.9,1,1,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,0.7,0.7,0.6,1.3,0.02,0.02,0.04,0.02,0.04,Matches
2038,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,30,1986,31,31,2588,28.8,0,1,0,0,0,9,2,0.00,0.03,0.03,0.00,0.03,0.4,0.4,0.7,1.0,0.01,0.02,0.04,0.01,0.04,Matches
2039,Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,24,22,1812,20.1,1,2,1,0,0,9,0,0.05,0.10,0.15,0.05,0.15,1.0,1.0,3.5,4.4,0.05,0.17,0.22,0.05,0.22,Matches
2040,Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,10,8,794,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2041,Raffael,br BRA,FW,M'Gladbach,de Bundesliga,32,1985,27,23,2071,23.0,9,1,8,1,1,0,0,0.39,0.04,0.43,0.35,0.39,7.4,6.6,4.2,10.8,0.32,0.18,0.50,0.29,0.47,Matches
2042,Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,27,19,1851,20.6,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.5,0.5,2.1,2.6,0.03,0.10,0.13,0.03,0.13,Matches
2043,Rafinha,br BRA,MFFW,Inter,it Serie A,24,1993,17,12,1043,11.6,2,2,2,0,0,1,0,0.17,0.17,0.35,0.17,0.35,2.0,2.0,2.9,4.9,0.17,0.25,0.42,0.17,0.42,Matches
2044,Andrea Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,20,18,1607,17.9,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.1,0.8,0.04,0.01,0.04,0.04,0.04,Matches
2045,Antonino Ragusa,it ITA,FWMF,Sassuolo,it Serie A,27,1990,30,7,825,9.2,0,1,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,2.6,2.6,0.8,3.4,0.29,0.08,0.37,0.29,0.37,Matches
2046,Baba Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2047,Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,29,1988,35,31,2835,31.5,1,5,1,0,0,4,0,0.03,0.16,0.19,0.03,0.19,2.1,2.1,4.2,6.2,0.07,0.13,0.20,0.07,0.20,Matches
2048,André Ramalho,br BRA,DF,Leverkusen,de Bundesliga,25,1992,3,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2049,Jonás Ramalho,es ESP,DF,Girona,es La Liga,24,1993,26,25,2298,25.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.1,1.6,0.06,0.00,0.06,0.06,0.06,Matches
2050,Adil Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,33,33,2955,32.8,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,1.5,1.5,1.2,2.8,0.05,0.04,0.08,0.05,0.08,Matches
2051,Benito Ramírez,es ESP,FWMF,Las Palmas,es La Liga,22,1995,4,1,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
2052,Gastón Ramírez,uy URU,MFFW,Sampdoria,it Serie A,26,1990,37,28,2214,24.6,3,6,3,0,0,9,0,0.12,0.24,0.37,0.12,0.37,4.0,4.0,5.2,9.1,0.16,0.21,0.37,0.16,0.37,Matches
2053,Sandro Ramírez,es ESP,FWMF,Sevilla,es La Liga,22,1995,13,7,717,8.0,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,2.3,2.3,0.5,2.8,0.29,0.06,0.35,0.29,0.35,Matches
2054,Sandro Ramírez,es ESP,FWMF,Everton,eng Premier League,22,1995,8,3,278,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.29,0.00,0.29,0.29,0.29,Matches
2055,Toño Ramírez,es ESP,GK,Real Sociedad,es La Liga,30,1986,4,3,316,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2056,Iván Ramis,es ESP,DF,Eibar,es La Liga,32,1984,16,15,1302,14.5,3,0,3,0,0,4,0,0.21,0.00,0.21,0.21,0.21,0.9,0.9,0.0,0.9,0.06,0.00,0.06,0.06,0.06,Matches
2057,Omar Ramos,es ESP,FWMF,Leganés,es La Liga,29,1988,23,18,1448,16.1,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,2.0,2.5,0.03,0.12,0.16,0.03,0.16,Matches
2058,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,26,26,2289,25.4,4,1,2,2,3,9,2,0.16,0.04,0.20,0.08,0.12,6.0,3.7,1.7,5.3,0.23,0.07,0.30,0.14,0.21,Matches
2059,Aaron Ramsey,wls WAL,MF,Arsenal,eng Premier League,26,1990,24,21,1846,20.5,7,8,7,0,0,0,0,0.34,0.39,0.73,0.34,0.73,6.2,6.2,4.8,11.1,0.30,0.23,0.54,0.30,0.54,Matches
2060,Àngel Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,4,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
2061,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,11,7,627,7.0,2,0,2,0,0,4,0,0.29,0.00,0.29,0.29,0.29,0.6,0.6,0.0,0.6,0.09,0.00,0.09,0.09,0.09,Matches
2062,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,19,1997,35,17,1813,20.1,7,5,7,0,0,3,0,0.35,0.25,0.60,0.35,0.60,6.3,6.3,3.3,9.6,0.31,0.17,0.48,0.31,0.48,Matches
2063,Milot Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,9,5,384,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.9,0.9,0.4,1.2,0.20,0.08,0.29,0.20,0.29,Matches
2064,Konstantin Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,12,11,925,10.3,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,0.3,0.8,0.05,0.03,0.08,0.05,0.08,Matches
2065,Yoric Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,10,5,498,5.5,0,2,0,0,0,0,1,0.00,0.36,0.36,0.00,0.36,0.8,0.8,1.3,2.1,0.14,0.24,0.38,0.14,0.38,Matches
2066,Ante Rebić,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,25,21,1751,19.5,6,2,6,0,0,8,0,0.31,0.10,0.41,0.31,0.41,5.1,5.1,4.1,9.1,0.26,0.21,0.47,0.26,0.47,Matches
2067,Pedro Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,21,19,1721,19.1,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.2,1.3,0.00,0.06,0.07,0.00,0.07,Matches
2068,Recio,es ESP,MF,Málaga,es La Liga,26,1991,22,21,1837,20.4,1,2,0,1,1,11,1,0.05,0.10,0.15,0.00,0.10,1.8,1.0,1.5,2.6,0.09,0.08,0.16,0.05,0.13,Matches
2069,Nathan Redmond,eng ENG,FWMF,Southampton,eng Premier League,23,1994,31,22,1945,21.6,1,3,1,0,0,3,0,0.05,0.14,0.19,0.05,0.19,2.5,2.5,3.7,6.2,0.12,0.17,0.29,0.12,0.29,Matches
2070,Alberto Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2071,Fabian Reese,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,7,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.29,0.00,0.29,0.29,0.29,Matches
2072,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,26,1990,14,10,1077,12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
2073,Xesc Regis,es ESP,FW,Eibar,es La Liga,20,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2074,Winston Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,17,17,1452,16.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Matches
2075,Pepe Reina,es ESP,GK,Napoli,it Serie A,34,1982,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches
2076,Jeff Reine-Adélaïde,fr FRA,MFFW,Angers,fr Ligue 1,19,1998,10,7,439,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.02,0.12,0.14,0.02,0.14,Matches
2077,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,26,26,2302,25.6,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,0.7,0.7,0.4,1.1,0.03,0.01,0.04,0.03,0.04,Matches
2078,Loïc Rémy,fr FRA,FW,Las Palmas,es La Liga,30,1987,12,6,766,8.5,5,0,5,0,0,1,0,0.59,0.00,0.59,0.59,0.59,3.7,3.7,0.2,4.0,0.44,0.03,0.47,0.44,0.47,Matches
2079,Loïc Rémy,fr FRA,FWMF,Getafe,es La Liga,30,1987,11,6,457,5.1,3,0,2,1,1,3,1,0.59,0.00,0.59,0.39,0.39,1.7,0.9,0.3,1.2,0.33,0.05,0.39,0.18,0.24,Matches
2080,Jan Repas,si SVN,MFFW,Caen,fr Ligue 1,20,1997,15,12,902,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.6,1.3,0.08,0.06,0.13,0.08,0.13,Matches
2081,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,24,18,1716,19.1,1,3,1,0,0,6,0,0.05,0.16,0.21,0.05,0.21,0.6,0.6,1.3,1.9,0.03,0.07,0.10,0.03,0.10,Matches
2082,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,28,1989,11,11,928,10.3,7,0,7,0,1,1,0,0.68,0.00,0.68,0.68,0.68,5.0,4.2,2.2,6.4,0.48,0.21,0.70,0.41,0.62,Matches
2083,Elvis Rexhbeçaj,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,4,1,128,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2084,Baptiste Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2085,Franck Ribéry,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,20,15,1203,13.4,5,1,5,0,0,3,0,0.37,0.07,0.45,0.37,0.45,3.3,3.3,4.6,8.0,0.25,0.35,0.60,0.25,0.60,Matches
2086,Federico Ricca,uy URU,DF,Málaga,es La Liga,22,1994,14,13,1109,12.3,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02,Matches
2087,Federico Ricci,it ITA,FWMF,Crotone,it Serie A,23,1994,15,10,921,10.2,1,1,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20,2.3,2.3,1.6,3.9,0.22,0.16,0.38,0.22,0.38,Matches
2088,Federico Ricci,it ITA,FWMF,Genoa,it Serie A,23,1994,5,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.08,0.12,0.20,0.08,0.20,Matches
2089,Declan Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,26,15,1430,15.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.01,0.00,0.01,0.01,0.01,Matches
2090,Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,38,32,2823,31.4,5,4,5,0,0,4,0,0.16,0.13,0.29,0.16,0.29,10.5,10.5,3.2,13.6,0.33,0.10,0.44,0.33,0.44,Matches
2091,Marco Richter,de GER,FWMF,Augsburg,de Bundesliga,19,1997,12,6,644,7.2,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.0,1.0,1.1,2.1,0.15,0.16,0.31,0.15,0.31,Matches
2092,Diego Rico,es ESP,DF,Leganés,es La Liga,24,1993,26,26,2228,24.8,2,2,2,0,0,9,1,0.08,0.08,0.16,0.08,0.16,1.7,1.7,3.0,4.7,0.07,0.12,0.19,0.07,0.19,Matches
2093,Mikel Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,17,13,1171,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.0,1.8,0.06,0.07,0.14,0.06,0.14,Matches
2094,Sergio Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24,23,2156,24.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2095,Jaïro Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,12,4,442,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.06,0.07,0.01,0.07,Matches
2096,Asier Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2097,Luca Rigoni,it ITA,MFFW,Genoa,it Serie A,32,1984,23,19,1574,17.5,2,2,2,0,0,5,0,0.11,0.11,0.23,0.11,0.23,3.8,3.8,2.0,5.7,0.22,0.11,0.33,0.22,0.33,Matches
2098,Nicola Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,15,12,933,10.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches
2099,Kévin Rimane,gf GUF,DF,Paris S-G,fr Ligue 1,26,1991,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2100,Tomás Rincón,ve VEN,MF,Torino,it Serie A,29,1988,36,35,2995,33.3,1,0,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,0.8,0.8,1.8,2.5,0.02,0.05,0.08,0.02,0.08,Matches
2101,Birk Risa,no NOR,FWDF,Köln,de Bundesliga,19,1998,2,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.04,0.12,0.08,0.12,Matches
2102,Marcel Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,16,13,1169,13.0,1,3,1,0,0,2,0,0.08,0.23,0.31,0.08,0.31,1.0,1.0,2.5,3.5,0.07,0.19,0.27,0.07,0.27,Matches
2103,Matt Ritchie,sct SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,35,32,2804,31.2,3,5,3,0,0,6,0,0.10,0.16,0.26,0.10,0.26,3.7,3.7,5.5,9.2,0.12,0.18,0.30,0.12,0.30,Matches
2104,Cristian Rivera,es ESP,MF,Eibar,es La Liga,20,1997,7,2,246,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.06,0.07,0.02,0.07,Matches
2105,Emmanuel Rivière,fr FRA,FW,Metz,fr Ligue 1,27,1990,28,23,2009,22.3,5,2,3,2,2,1,0,0.22,0.09,0.31,0.13,0.22,11.4,9.9,1.4,11.3,0.51,0.06,0.57,0.44,0.51,Matches
2106,Jonathan Rivierez,mq MTQ,DF,Metz,fr Ligue 1,28,1989,26,24,2064,22.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.7,0.01,0.02,0.03,0.01,0.03,Matches
2107,Luca Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,11,4,488,5.4,2,0,2,0,0,0,0,0.37,0.00,0.37,0.37,0.37,0.4,0.4,0.9,1.3,0.08,0.16,0.24,0.08,0.24,Matches
2108,Arjen Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,21,19,1507,16.7,5,5,5,0,1,0,0,0.30,0.30,0.60,0.30,0.60,5.1,4.3,4.8,9.2,0.30,0.29,0.59,0.26,0.55,Matches
2109,Rober,es ESP,DFMF,Levante,es La Liga,22,1995,25,19,1909,21.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.02,0.00,0.02,0.02,0.02,Matches
2110,Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
