,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,23,20,1829,20.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23,23,2070,23.0,1,2,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,0.2,0.2,1.8,2.1,0.01,0.08,0.09,0.01,0.09,Matches
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,27,1990,22,15,1442,16.0,4,3,4,0,1,3,0,0.25,0.19,0.44,0.25,0.44,4.8,4.0,1.7,5.7,0.30,0.11,0.41,0.25,0.36,Matches
93,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,33,1984,9,9,764,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
94,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
95,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,30,28,2426,27.0,0,8,0,0,0,4,0,0.00,0.30,0.30,0.00,0.30,0.4,0.4,3.4,3.8,0.02,0.12,0.14,0.02,0.14,Matches
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,12,9,893,9.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
97,Cristian Ansaldi,ar ARG,DFMF,Torino,it Serie A,30,1986,25,20,1872,20.8,1,3,1,0,0,6,2,0.05,0.14,0.19,0.05,0.19,0.7,0.7,3.2,3.9,0.03,0.15,0.19,0.03,0.19,Matches
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,8,8,592,6.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,32,1984,33,28,2571,28.6,11,4,6,5,5,1,0,0.39,0.14,0.53,0.21,0.35,8.7,4.9,2.1,7.0,0.30,0.07,0.38,0.17,0.24,Matches
100,Waldemar Anton,de GER,DFMF,Hannover 96,de Bundesliga,21,1996,27,26,2278,25.3,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,1.8,1.8,0.0,1.8,0.07,0.00,0.07,0.07,0.07,Matches
101,Luca Antonelli,it ITA,DFMF,Milan,it Serie A,30,1987,6,1,144,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
102,Michail Antonio,jm JAM,FWMF,West Ham,eng Premier League,27,1990,21,16,1354,15.0,3,1,3,0,0,1,0,0.20,0.07,0.27,0.20,0.27,2.6,2.6,0.8,3.4,0.17,0.05,0.22,0.17,0.22,Matches
103,Mirko Antonucci,it ITA,FW,Roma,it Serie A,18,1999,2,0,31,0.3,0,1,0,0,0,0,0,0.00,2.90,2.90,0.00,2.90,0.5,0.5,0.2,0.7,1.50,0.71,2.21,1.50,2.21,Matches
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,34,31,2799,31.1,0,2,0,0,1,14,0,0.00,0.06,0.06,0.00,0.06,1.7,0.9,2.0,2.9,0.05,0.06,0.12,0.03,0.09,Matches
105,Dennis Aogo,de GER,MFDF,Stuttgart,de Bundesliga,30,1987,29,22,1954,21.7,0,6,0,0,0,5,0,0.00,0.28,0.28,0.00,0.28,0.9,0.9,1.7,2.6,0.04,0.08,0.12,0.04,0.12,Matches
106,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,19,1998,32,27,2433,27.0,6,5,6,0,0,1,0,0.22,0.18,0.41,0.22,0.41,5.6,5.6,3.9,9.5,0.21,0.15,0.35,0.21,0.35,Matches
107,Alberto Aquilani,it ITA,MF,Las Palmas,es La Liga,33,1984,21,15,1297,14.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.5,0.05,0.05,0.10,0.05,0.10,Matches
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,21,1995,27,26,2124,23.6,1,1,1,0,0,9,1,0.04,0.04,0.08,0.04,0.08,1.3,1.3,1.2,2.4,0.05,0.05,0.10,0.05,0.10,Matches
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,3,2,193,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,28,1989,27,27,2302,25.6,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,2.9,2.9,1.6,4.6,0.11,0.06,0.18,0.11,0.18,Matches
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,21,1996,34,24,2018,22.4,5,3,5,0,0,5,0,0.22,0.13,0.36,0.22,0.36,3.8,3.8,2.3,6.0,0.17,0.10,0.27,0.17,0.27,Matches
112,Sergio Araujo,ar ARG,MF,Las Palmas,es La Liga,25,1992,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.26,0.00,0.26,0.26,0.26,Matches
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,29,26,2414,26.8,2,1,2,0,0,8,0,0.07,0.04,0.11,0.07,0.11,0.8,0.8,0.4,1.3,0.03,0.02,0.05,0.03,0.05,Matches
114,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,24,1993,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
115,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,28,1988,18,15,1333,14.8,2,1,2,0,0,3,0,0.14,0.07,0.20,0.14,0.20,2.1,2.1,0.4,2.5,0.14,0.03,0.17,0.14,0.17,Matches
116,Samuel Armenteros,se SWE,FW,Benevento,it Serie A,27,1990,9,5,429,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,0.0,1.1,0.23,0.00,0.23,0.23,0.23,Matches
117,Yoël Armougom,fr FRA,MFDF,Caen,fr Ligue 1,19,1998,4,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
118,José Arnaiz,es ESP,MF,Barcelona,es La Liga,22,1995,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
119,Marko Arnautović,at AUT,FWMF,West Ham,eng Premier League,28,1989,31,28,2313,25.7,11,6,11,0,0,5,1,0.43,0.23,0.66,0.43,0.66,10.4,10.4,4.0,14.4,0.41,0.15,0.56,0.41,0.56,Matches
120,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,23,1994,29,28,2454,27.3,2,0,2,0,1,9,1,0.07,0.00,0.07,0.07,0.07,2.2,1.4,3.7,5.2,0.08,0.14,0.22,0.05,0.19,Matches
121,Jann-Fiete Arp,de GER,FW,Hamburger SV,de Bundesliga,17,2000,18,8,850,9.4,2,0,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,2.3,2.3,0.7,3.0,0.24,0.08,0.32,0.24,0.32,Matches
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
123,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,22,1994,30,30,2700,30.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
124,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,27,1989,13,11,960,10.7,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08,Matches
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,3,2,184,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,19,18,1568,17.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.01,0.06,0.08,0.01,0.08,Matches
127,Takuma Asano,jp JPN,FWMF,Stuttgart,de Bundesliga,22,1994,15,7,721,8.0,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.7,1.7,1.1,2.8,0.21,0.14,0.35,0.21,0.35,Matches
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,20,1997,29,27,2381,26.5,0,1,0,0,0,11,1,0.00,0.04,0.04,0.00,0.04,0.3,0.3,0.2,0.5,0.01,0.01,0.02,0.01,0.02,Matches
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,28,1989,23,23,2070,23.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
130,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,21,1996,32,19,1844,20.5,6,6,6,0,0,2,0,0.29,0.29,0.59,0.29,0.59,4.6,4.6,5.2,9.8,0.23,0.25,0.48,0.23,0.48,Matches
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,29,1987,34,33,2936,32.6,22,5,20,2,3,9,0,0.67,0.15,0.83,0.61,0.77,16.5,14.2,6.3,20.5,0.50,0.19,0.70,0.43,0.63,Matches
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,13,13,1051,11.7,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.03,0.03,0.00,0.03,Matches
133,Simon Asta,de GER,MF,Augsburg,de Bundesliga,16,2001,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,25,2250,25.0,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.2,1.0,0.03,0.01,0.04,0.03,0.04,Matches
135,Christian Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,25,1992,28,19,1784,19.8,2,2,2,0,0,1,0,0.10,0.10,0.20,0.10,0.20,3.8,3.8,2.7,6.5,0.19,0.14,0.33,0.19,0.33,Matches
136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,28,1989,13,12,1057,11.7,10,4,9,1,2,0,0,0.85,0.34,1.19,0.77,1.11,9.0,7.5,1.2,8.6,0.77,0.10,0.86,0.64,0.74,Matches
137,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,28,1989,16,16,1416,15.7,13,3,10,3,4,1,1,0.83,0.19,1.02,0.64,0.83,15.1,12.1,1.9,14.0,0.96,0.12,1.08,0.77,0.89,Matches
138,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,20,1997,25,14,1266,14.1,9,5,8,1,2,1,0,0.64,0.36,1.00,0.57,0.92,7.1,5.6,2.4,7.9,0.50,0.17,0.67,0.40,0.56,Matches
139,Ludwig Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,23,1994,29,29,2532,28.1,1,1,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,1.4,1.4,2.6,4.0,0.05,0.09,0.14,0.05,0.14,Matches
140,Yann Aurel Bisseck,de GER,DFFW,Köln,de Bundesliga,16,2000,3,1,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,17,16,1429,15.9,2,2,2,0,0,2,2,0.13,0.13,0.25,0.13,0.25,0.7,0.7,1.9,2.7,0.05,0.12,0.17,0.05,0.17,Matches
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,24,10,1037,11.5,7,0,6,1,1,2,0,0.61,0.00,0.61,0.52,0.52,8.6,7.8,0.4,8.2,0.75,0.03,0.78,0.68,0.71,Matches
143,Danilo Avelar,br BRA,DFFW,Amiens,fr Ligue 1,28,1989,21,20,1727,19.2,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.4,0.4,1.9,2.4,0.02,0.10,0.12,0.02,0.12,Matches
144,Felipe Avenatti,uy URU,FWMF,Bologna,it Serie A,24,1993,11,4,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.03,0.03,0.05,0.03,0.05,Matches
145,Durel Avounou,cg CGO,MFDF,Caen,fr Ligue 1,19,1997,9,8,651,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.0,0.05,0.09,0.15,0.05,0.15,Matches
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,22,16,1512,16.8,1,1,1,0,0,2,1,0.06,0.06,0.12,0.06,0.12,0.8,0.8,0.2,1.0,0.05,0.01,0.06,0.05,0.06,Matches
147,André Ayew,gh GHA,MFFW,West Ham,eng Premier League,27,1989,18,9,895,9.9,3,2,3,0,1,2,0,0.30,0.20,0.50,0.30,0.50,2.9,2.2,0.2,2.4,0.29,0.02,0.32,0.22,0.24,Matches
148,André Ayew,gh GHA,FWMF,Swansea City,eng Premier League,27,1989,12,10,950,10.6,0,2,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,2.0,2.0,1.5,3.5,0.19,0.14,0.33,0.19,0.33,Matches
149,Jordan Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,36,33,2852,31.7,7,2,6,1,1,2,1,0.22,0.06,0.28,0.19,0.25,7.0,6.2,0.8,7.1,0.22,0.03,0.25,0.20,0.22,Matches
150,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,30,26,2251,25.0,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.4,1.4,2.0,3.4,0.05,0.08,0.13,0.05,0.13,Matches
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,37,3330,37.0,2,6,2,0,0,1,0,0.05,0.16,0.22,0.05,0.22,1.4,1.4,3.0,4.4,0.04,0.08,0.12,0.04,0.12,Matches
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,17,14,1159,12.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.05,0.05,0.00,0.05,Matches
153,Khouma Babacar,sn SEN,FWMF,Fiorentina,it Serie A,24,1993,16,1,448,5.0,4,1,2,2,2,1,0,0.80,0.20,1.00,0.40,0.60,4.7,3.2,0.4,3.6,0.95,0.09,1.03,0.64,0.73,Matches
154,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,13,8,750,8.3,2,1,1,1,1,0,0,0.24,0.12,0.36,0.12,0.24,3.4,2.6,1.0,3.6,0.40,0.12,0.52,0.31,0.43,Matches
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,35,30,2497,27.7,15,6,14,1,1,9,0,0.54,0.22,0.76,0.50,0.72,12.6,11.8,4.6,16.5,0.45,0.17,0.62,0.43,0.59,Matches
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,27,27,2351,26.1,2,1,2,0,0,9,2,0.08,0.04,0.11,0.08,0.11,1.9,1.9,2.4,4.3,0.07,0.09,0.17,0.07,0.17,Matches
157,Holger Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,27,24,2173,24.1,2,0,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.3,1.3,0.0,1.3,0.05,0.00,0.05,0.05,0.05,Matches
158,Dylan Bahamboula,cg CGO,MFFW,Dijon,fr Ligue 1,22,1995,4,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
159,Farès Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,11,2,307,3.4,1,0,1,0,0,2,0,0.29,0.00,0.29,0.29,0.29,0.3,0.3,0.9,1.3,0.10,0.27,0.37,0.10,0.37,Matches
160,Stéphane Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,26,19,1662,18.5,7,1,7,0,0,5,0,0.38,0.05,0.43,0.38,0.43,6.4,6.4,1.3,7.7,0.35,0.07,0.42,0.35,0.42,Matches
161,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,29,29,2538,28.2,0,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,2.0,2.8,0.03,0.07,0.10,0.03,0.10,Matches
162,Leon Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,30,25,2215,24.6,9,6,9,0,0,2,0,0.37,0.24,0.61,0.37,0.61,6.7,6.7,5.8,12.5,0.27,0.23,0.51,0.27,0.51,Matches
163,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,13,11,1001,11.1,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.3,1.3,0.09,0.03,0.11,0.09,0.11,Matches
164,Leighton Baines,eng ENG,DF,Everton,eng Premier League,32,1984,22,22,1909,21.2,2,3,0,2,2,1,0,0.09,0.14,0.24,0.00,0.14,2.0,0.4,1.9,2.3,0.09,0.09,0.18,0.02,0.11,Matches
165,Riad Bajić,ba BIH,FWMF,Udinese,it Serie A,23,1994,5,0,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.22,0.20,0.41,0.22,0.41,Matches
166,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,28,23,2055,22.8,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,1.5,1.5,1.8,3.3,0.07,0.08,0.15,0.07,0.15,Matches
167,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,15,15,1263,14.0,9,0,8,1,1,5,0,0.64,0.00,0.64,0.57,0.57,5.8,5.1,1.0,6.1,0.42,0.07,0.49,0.36,0.44,Matches
168,Tiemoué Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,29,24,2126,23.6,2,2,2,0,0,4,2,0.08,0.08,0.17,0.08,0.17,3.5,3.5,0.6,4.1,0.15,0.03,0.18,0.15,0.18,Matches
169,Zakaria Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,23,10,909,10.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,1.8,0.13,0.05,0.18,0.13,0.18,Matches
170,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,3,3,233,2.6,2,0,2,0,0,1,0,0.77,0.00,0.77,0.77,0.77,0.8,0.8,0.2,1.0,0.30,0.08,0.39,0.30,0.39,Matches
171,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,23,19,1473,16.4,8,5,8,0,0,3,1,0.49,0.31,0.79,0.49,0.79,5.5,5.5,1.8,7.4,0.34,0.11,0.45,0.34,0.45,Matches
172,Sam Baldock,eng ENG,MF,Brighton,eng Premier League,28,1989,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
173,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,28,1989,26,20,1799,20.0,16,2,15,1,1,5,0,0.80,0.10,0.90,0.75,0.85,10.7,9.9,5.3,15.2,0.54,0.26,0.80,0.50,0.76,Matches
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,18,18,1549,17.2,0,2,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.2,1.4,0.01,0.07,0.08,0.01,0.08,Matches
175,Andrija Balić,hr CRO,MF,Udinese,it Serie A,19,1997,21,11,1083,12.0,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.7,1.4,0.06,0.06,0.11,0.06,0.11,Matches
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,25,22,1951,21.7,0,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.0,1.2,0.01,0.05,0.06,0.01,0.06,Matches
177,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,20,1997,27,25,2055,22.8,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03,Matches
178,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,21,9,860,9.6,1,3,1,0,0,3,0,0.10,0.31,0.42,0.10,0.42,0.2,0.2,1.2,1.3,0.02,0.12,0.14,0.02,0.14,Matches
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,14,14,1173,13.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,28,26,2269,25.2,18,1,12,6,7,10,1,0.71,0.04,0.75,0.48,0.52,15.6,10.2,4.0,14.2,0.62,0.16,0.78,0.40,0.56,Matches
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,18,17,1533,17.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
182,Jonathan Bamba,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,21,1996,34,27,2572,28.6,7,8,3,4,4,1,0,0.24,0.28,0.52,0.10,0.38,9.1,6.0,5.9,12.0,0.32,0.21,0.53,0.21,0.42,Matches
183,Yacine Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,16,10,725,8.1,3,0,3,0,0,2,1,0.37,0.00,0.37,0.37,0.37,1.1,1.1,0.2,1.4,0.14,0.03,0.17,0.14,0.17,Matches
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,31,25,2399,26.7,3,3,0,3,3,9,1,0.11,0.11,0.23,0.00,0.11,3.8,1.5,5.4,6.9,0.14,0.20,0.35,0.06,0.26,Matches
185,Mattia Bani,it ITA,DF,Chievo,it Serie A,23,1993,16,15,1317,14.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
186,Beni Baningime,cd COD,MF,Everton,eng Premier League,18,1998,8,1,198,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
187,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,24,1992,36,31,2677,29.7,8,3,8,0,0,4,0,0.27,0.10,0.37,0.27,0.37,10.0,10.0,3.6,13.6,0.34,0.12,0.46,0.34,0.46,Matches
188,Sekou Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
189,Antonín Barák,cz CZE,MF,Udinese,it Serie A,22,1994,34,31,2713,30.1,7,3,7,0,0,5,0,0.23,0.10,0.33,0.23,0.33,3.5,3.5,3.0,6.5,0.12,0.10,0.22,0.12,0.22,Matches
190,Andrea Barberis,it ITA,MF,Crotone,it Serie A,23,1993,38,34,3029,33.7,2,1,2,0,0,1,0,0.06,0.03,0.09,0.06,0.09,1.5,1.5,2.1,3.6,0.05,0.06,0.11,0.05,0.11,Matches
191,Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,33,1984,13,12,1125,12.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
192,Enis Bardhi,mk MKD,MF,Levante,es La Liga,22,1995,26,16,1580,17.6,9,1,9,0,0,8,0,0.51,0.06,0.57,0.51,0.57,2.8,2.8,1.2,4.0,0.16,0.07,0.23,0.16,0.23,Matches
193,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,32,1985,13,13,1125,12.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.07,0.07,0.00,0.07,Matches
194,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,20,1997,34,34,2955,32.8,6,2,3,3,3,14,2,0.18,0.06,0.24,0.09,0.15,3.3,1.1,2.2,3.3,0.10,0.07,0.17,0.03,0.10,Matches
195,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,28,1989,27,23,1859,20.7,1,1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,0.5,0.5,0.7,1.2,0.02,0.04,0.06,0.02,0.06,Matches
196,Ross Barkley,eng ENG,MFFW,Chelsea,eng Premier League,23,1993,2,2,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.33,0.07,0.40,0.33,0.40,Matches
197,Aymen Barkok,ma MAR,MFFW,Eint Frankfurt,de Bundesliga,19,1998,9,2,314,3.5,0,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,0.1,0.1,0.6,0.7,0.03,0.16,0.19,0.03,0.19,Matches
198,Ashley Barnes,eng ENG,FWMF,Burnley,eng Premier League,27,1989,36,21,2165,24.1,9,0,9,0,0,10,0,0.37,0.00,0.37,0.37,0.37,5.9,5.9,1.9,7.8,0.25,0.08,0.32,0.25,0.32,Matches
199,Harvey Barnes,eng ENG,MF,Leicester City,eng Premier League,19,1997,3,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.70,0.00,0.70,0.70,0.70,Matches
200,Antonio Barragán,es ESP,DFMF,Betis,es La Liga,30,1987,29,28,2373,26.4,0,6,0,0,0,7,0,0.00,0.23,0.23,0.00,0.23,0.3,0.3,2.4,2.7,0.01,0.09,0.10,0.01,0.10,Matches
