Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
414,Andrea Petagna,it ITA,FW,Napoli,26-263,1995,5.8,105,144,72.9,1624,193,57,69,82.6,37,47,78.7,7,15,46.7,0,0.7,-0.7,8,4,2,0,5,Matches
415,Giuseppe Pezzella,it ITA,DF,Atalanta,24-111,1997,9.6,405,524,77.3,6409,1740,225,261,86.2,138,169,81.7,35,66,53.0,1,0.8,+0.2,6,16,5,2,33,Matches
416,Krzysztof Piątek,pl POL,FW,Fiorentina,26-262,1995,5.9,84,112,75.0,1248,202,46,60,76.7,30,35,85.7,4,5,80.0,0,0.6,-0.6,3,3,4,0,9,Matches
417,Roberto Piccoli,it ITA,FW,Genoa,21-052,2001,0.5,4,10,40.0,34,7,3,6,50.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
418,Roberto Piccoli,it ITA,FW,Atalanta,21-052,2001,2.2,26,44,59.1,352,48,16,25,64.0,9,14,64.3,0,0,,0,0.2,-0.2,3,0,0,0,0,Matches
419,Andrea Pinamonti,it ITA,FW,Empoli,22-305,1999,23.9,297,482,61.6,4222,1001,185,255,72.5,89,151,58.9,14,27,51.9,1,1.1,-0.1,16,17,13,2,29,Matches
420,Marko Pjaca,hr CRO,FWMF,Torino,26-318,1995,10.5,260,337,77.2,3975,923,154,186,82.8,78,96,81.3,22,33,66.7,0,0.7,-0.7,12,19,17,6,30,Matches
421,Tommaso Pobega,it ITA,MF,Torino,22-248,1999,20.0,746,933,80.0,13609,3911,335,392,85.5,311,377,82.5,88,123,71.5,2,0.6,+1.4,15,89,16,2,88,Matches
422,Suf Podgoreanu,il ISR,FW,Spezia,20-059,2002,1.3,39,50,78.0,614,105,23,26,88.5,13,15,86.7,3,7,42.9,1,0.0,+1.0,1,1,1,1,2,Matches
423,Matteo Politano,it ITA,FW,Napoli,28-229,1993,15.9,491,686,71.6,8372,2614,257,296,86.8,171,236,72.5,48,112,42.9,3,3.8,-0.8,35,21,26,7,60,Matches
424,Manolo Portanova,it ITA,MFFW,Genoa,21-291,2000,10.5,146,248,58.9,2374,919,72,97,74.2,48,81,59.3,17,48,35.4,0,0.6,-0.6,9,10,4,0,18,Matches
425,Dennis Praet,be BEL,MFFW,Torino,27-310,1994,11.8,306,413,74.1,4920,1232,172,204,84.3,101,139,72.7,26,50,52.0,1,3.0,-2.0,18,21,20,11,26,Matches
426,Mateusz Praszelik,pl POL,FWMF,Hellas Verona,21-175,2000,0.3,9,10,90.0,97,10,7,8,87.5,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
427,Ivan Provedel,it ITA,GK,Spezia,28-003,1994,23.0,593,905,65.5,21106,13196,79,80,98.8,194,199,97.5,318,624,51.0,0,0.0,0.0,0,12,1,0,1,Matches
428,Erick Pulgar,cl CHI,MF,Fiorentina,28-064,1994,3.8,209,236,88.6,4311,975,63,73,86.3,115,120,95.8,29,38,76.3,1,0.7,+0.3,7,16,2,0,12,Matches
429,Ignacio Pussetto,ar ARG,FWMF,Udinese,26-089,1995,9.9,165,233,70.8,2815,704,85,107,79.4,57,83,68.7,21,27,77.8,1,1.0,0.0,8,13,6,3,17,Matches
430,Niklas Pyyhtiä,fi FIN,MF,Bologna,18-176,2003,0.2,18,22,81.8,321,88,7,7,100.0,10,12,83.3,1,3,33.3,0,0.0,0.0,0,2,1,0,3,Matches
431,Fabio Quagliarella,it ITA,FW,Sampdoria,39-048,1983,15.8,268,396,67.7,4862,1022,126,162,77.8,89,125,71.2,39,66,59.1,2,2.0,0.0,18,21,13,3,24,Matches
432,Adrien Rabiot,fr FRA,MF,Juventus,26-351,1995,17.7,628,768,81.8,10423,2432,289,345,83.8,269,309,87.1,53,80,66.3,2,0.7,+1.3,13,39,10,3,43,Matches
433,Ivan Radovanović,rs SRB,MF,Salernitana,33-203,1988,2.9,120,150,80.0,2203,542,55,67,82.1,46,53,86.8,16,25,64.0,0,0.2,-0.2,3,3,2,0,8,Matches
434,Ștefan Radu,ro ROU,DF,Lazio,35-149,1986,5.4,238,292,81.5,4172,1584,106,116,91.4,111,135,82.2,17,32,53.1,0,0.1,-0.1,1,19,0,0,15,Matches
435,Boris Radunović,rs SRB,GK,Cagliari,25-298,1996,3.0,58,103,56.3,2274,1581,7,7,100.0,17,17,100.0,34,79,43.0,0,0.0,0.0,0,1,0,0,0,Matches
436,Aaron Ramsey,wls WAL,MF,Juventus,31-084,1990,1.1,60,67,89.6,1178,274,25,28,89.3,25,27,92.6,10,12,83.3,0,0.1,-0.1,2,5,0,0,4,Matches
437,Luca Ranieri,it ITA,DF,Salernitana,22-331,1999,20.8,617,869,71.0,11383,5572,257,294,87.4,288,396,72.7,63,142,44.4,0,0.7,-0.7,10,41,20,12,73,Matches
438,Andrea Ranocchia,it ITA,DF,Inter,34-032,1988,3.6,168,177,94.9,3794,1312,46,50,92.0,84,85,98.8,38,41,92.7,0,0.0,0.0,0,4,1,0,6,Matches
439,Giacomo Raspadori,it ITA,MFFW,Sassuolo,22-030,2000,22.6,610,782,78.0,10488,1703,321,364,88.2,202,248,81.5,71,122,58.2,3,2.8,+0.2,37,26,27,2,47,Matches
440,Ante Rebić,hr CRO,FW,Milan,28-180,1993,7.7,147,231,63.6,2470,733,88,118,74.6,36,60,60.0,21,39,53.8,2,3.8,-1.8,26,16,23,8,28,Matches
441,Arkadiusz Reca,pl POL,DF,Spezia,26-276,1995,15.7,492,700,70.3,9123,4452,221,269,82.2,202,269,75.1,65,129,50.4,2,1.8,+0.2,10,33,14,9,45,Matches
442,Pepe Reina,es ESP,GK,Lazio,39-201,1982,15.0,428,525,81.5,11885,7629,100,100,100.0,161,163,98.8,161,256,62.9,1,0.3,+0.7,1,3,0,0,0,Matches
443,Panagiotis Retsos,gr GRE,DFMF,Hellas Verona,23-223,1998,0.5,14,21,66.7,280,124,7,8,87.5,5,10,50.0,2,3,66.7,0,0.1,-0.1,1,0,2,0,3,Matches
444,Bryan Reynolds,us USA,DF,Roma,20-265,2001,0.0,2,2,100.0,34,8,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
445,Franck Ribéry,fr FRA,MFFW,Salernitana,38-347,1983,13.5,415,542,76.6,6932,1717,205,233,88.0,150,179,83.8,40,74,54.1,2,2.7,-0.7,28,38,22,2,51,Matches
446,Samuele Ricci,it ITA,MF,Torino,20-211,2001,1.2,28,36,77.8,554,141,11,14,78.6,12,15,80.0,5,6,83.3,0,0.2,-0.2,1,2,0,0,2,Matches
447,Samuele Ricci,it ITA,MF,Empoli,20-211,2001,17.0,818,921,88.8,16485,3845,269,286,94.1,425,446,95.3,118,166,71.1,1,0.3,+0.7,7,77,7,0,79,Matches
448,Tomás Rincón,ve VEN,MF,Sampdoria,34-066,1988,6.8,285,339,84.1,5777,1773,117,128,91.4,117,136,86.0,51,70,72.9,0,0.1,-0.1,4,28,4,0,29,Matches
449,Tomás Rincón,ve VEN,MFFW,Torino,34-066,1988,1.8,78,93,83.9,1512,273,34,41,82.9,32,36,88.9,10,13,76.9,0,0.0,0.0,2,9,0,0,7,Matches
450,Ricardo Rodríguez,ch SUI,DF,Torino,29-207,1992,20.5,935,1091,85.7,17595,6109,395,427,92.5,413,449,92.0,113,187,60.4,0,1.0,-1.0,16,82,7,2,82,Matches
451,Rogério,br BRA,DF,Sassuolo,24-066,1998,16.2,818,991,82.5,14563,4307,371,410,90.5,331,377,87.8,97,170,57.1,1,1.8,-0.8,21,40,21,14,48,Matches
452,Alessio Romagnoli,it ITA,DF,Milan,27-067,1995,15.5,868,971,89.4,17658,5607,239,269,88.8,484,508,95.3,120,158,75.9,0,0.1,-0.1,3,56,2,0,60,Matches
453,Simone Romagnoli,it ITA,DF,Empoli,32-039,1990,12.8,489,621,78.7,10538,4473,138,156,88.5,256,297,86.2,87,153,56.9,0,0.4,-0.4,4,44,8,0,40,Matches
454,Luka Romero,ar ARG,FW,Lazio,17-122,2004,0.3,16,16,100.0,264,34,6,6,100.0,9,9,100.0,1,1,100.0,0,0.0,0.0,1,0,1,1,0,Matches
455,Sergio Romero,ar ARG,GK,Venezia,35-026,1987,16.0,421,590,71.4,12962,8067,87,88,98.9,154,163,94.5,176,335,52.5,0,0.2,-0.2,1,7,0,0,1,Matches
456,Cristiano Ronaldo,pt POR,FW,Juventus,37-043,1985,0.3,9,12,75.0,114,14,8,10,80.0,1,2,50.0,0,0,,0,0.0,0.0,1,0,0,0,0,Matches
457,Marten de Roon,nl NED,MFDF,Atalanta,30-356,1991,19.3,990,1145,86.5,19369,6064,379,422,89.8,457,495,92.3,139,198,70.2,0,0.4,-0.4,8,105,14,0,98,Matches
458,Francesco Rossi,it ITA,GK,Atalanta,30-327,1991,0.4,11,16,68.8,313,209,2,2,100.0,7,7,100.0,2,7,28.6,0,0.0,0.0,0,0,0,0,0,Matches
459,Nicolò Rovella,it ITA,MF,Genoa,20-106,2001,16.0,744,933,79.7,15331,3857,299,318,94.0,289,331,87.3,146,261,55.9,3,2.4,+0.6,31,58,10,1,54,Matches
460,Amir Rrahmani,xk KVX,DF,Napoli,28-024,1994,26.5,1562,1701,91.8,31577,9829,535,565,94.7,780,819,95.2,224,286,78.3,0,0.2,-0.2,5,85,2,0,63,Matches
461,Ruan,br BRA,DF,Sassuolo,22-286,1999,1.3,30,35,85.7,522,238,14,16,87.5,15,15,100.0,1,4,25.0,0,0.1,-0.1,1,1,0,0,1,Matches
462,Daniele Rugani,it ITA,DF,Juventus,27-234,1994,7.2,394,426,92.5,8626,2424,99,103,96.1,223,235,94.9,72,88,81.8,0,0.0,0.0,1,24,0,0,16,Matches
463,Matteo Ruggeri,it ITA,DF,Salernitana,19-252,2002,3.6,78,135,57.8,1361,765,42,51,82.4,25,46,54.3,9,28,32.1,0,0.1,-0.1,2,5,3,3,5,Matches
464,Mário Rui,pt POR,DF,Napoli,30-297,1991,26.6,1722,2026,85.0,31694,9812,809,888,91.1,668,748,89.3,223,332,67.2,4,2.9,+1.1,35,98,36,8,113,Matches
465,Fabián Ruiz Peña,es ESP,MF,Napoli,25-351,1996,21.4,1607,1785,90.0,29749,6771,719,773,93.0,629,680,92.5,226,270,83.7,2,2.5,-0.5,31,161,34,4,124,Matches
466,Alessandro Russo,it ITA,MF,Salernitana,18-195,2003,0.3,4,6,66.7,28,12,4,4,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Matches
467,Stefano Sabelli,it ITA,DF,Genoa,29-066,1993,3.9,96,151,63.6,1687,728,42,58,72.4,47,62,75.8,6,19,31.6,0,0.1,-0.1,2,7,3,0,17,Matches
468,Abdelhamid Sabiri,de GER,MFFW,Sampdoria,25-112,1996,1.9,76,93,81.7,1411,265,40,44,90.9,25,30,83.3,9,12,75.0,0,0.1,-0.1,3,13,2,0,6,Matches
469,Alexis Saelemaekers,be BEL,FW,Milan,22-266,1999,16.8,585,729,80.2,8586,1999,338,386,87.6,183,228,80.3,38,63,60.3,3,3.1,-0.1,28,28,21,5,57,Matches
470,Jacopo Sala,it ITA,MF,Spezia,30-105,1991,9.8,406,478,84.9,7357,1802,182,202,90.1,176,200,88.0,41,60,68.3,0,0.3,-0.3,6,28,6,2,40,Matches
471,Eddie Salcedo,it ITA,MFFW,Spezia,20-170,2001,4.5,95,136,69.9,1731,425,45,66,68.2,32,43,74.4,17,23,73.9,0,0.2,-0.2,5,9,3,1,14,Matches
472,Lazar Samardzic,de GER,MFFW,Udinese,20-024,2002,2.0,80,109,73.4,1555,490,31,39,79.5,31,37,83.8,17,32,53.1,1,0.7,+0.3,8,11,3,0,10,Matches
473,Luigi Samele,it ITA,FW,Sassuolo,19-345,2002,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
474,Antonio Sanabria,py PAR,FW,Torino,26-016,1996,18.1,329,436,75.5,4785,420,210,263,79.8,76,108,70.4,25,31,80.6,1,1.5,-0.5,14,11,5,0,11,Matches
475,Alexis Sánchez,cl CHI,FW,Inter,33-091,1988,8.7,290,369,78.6,5273,1407,144,159,90.6,89,114,78.1,46,71,64.8,2,1.3,+0.7,15,30,28,4,57,Matches
476,Alex Sandro,br BRA,DF,Juventus,31-053,1991,15.1,758,901,84.1,14910,5289,270,308,87.7,383,424,90.3,96,142,67.6,0,1.0,-1.0,18,46,23,11,65,Matches
477,Nicola Sansone,it ITA,FWMF,Bologna,30-191,1991,8.5,197,282,69.9,3212,964,96,118,81.4,62,83,74.7,22,57,38.6,3,1.6,+1.4,14,14,10,7,13,Matches
478,Federico Santander,py PAR,FWDF,Bologna,30-289,1991,0.7,20,30,66.7,321,67,10,16,62.5,6,6,100.0,2,2,100.0,0,0.1,-0.1,1,2,1,1,3,Matches
479,Samir Santos,br BRA,DF,Udinese,27-105,1994,16.8,551,687,80.2,10778,3953,212,231,91.8,264,309,85.4,69,129,53.5,0,0.1,-0.1,3,30,3,2,26,Matches
480,Riccardo Saponara,it ITA,FW,Fiorentina,30-089,1991,10.4,315,401,78.6,6214,1893,120,142,84.5,147,175,84.0,44,56,78.6,3,3.1,-0.1,17,28,24,5,67,Matches
481,Martin Satriano,it ITA,FWMF,Inter,21-028,2001,0.4,6,10,60.0,70,10,3,6,50.0,2,3,66.7,0,0,,0,0.0,0.0,1,1,0,0,0,Matches
482,Giorgio Scalvini,it ITA,DFMF,Atalanta,18-099,2003,2.8,136,169,80.5,2413,845,58,64,90.6,65,76,85.5,10,21,47.6,0,0.1,-0.1,2,8,1,0,13,Matches
483,Gianluca Scamacca,it ITA,FW,Sassuolo,23-078,1999,16.9,291,393,74.0,4412,705,177,222,79.7,82,116,70.7,21,32,65.6,0,1.6,-1.6,18,13,11,1,21,Matches
484,Andrea Schiavone,it ITA,MF,Salernitana,29-025,1993,6.3,203,243,83.5,4265,1404,75,85,88.2,84,89,94.4,40,62,64.5,0,0.6,-0.6,10,19,4,0,17,Matches
485,David Schnegg,at AUT,DF,Venezia,23-172,1998,1.6,61,85,71.8,1281,604,27,30,90.0,22,31,71.0,12,24,50.0,0,0.0,0.0,1,3,1,0,5,Matches
486,Jerdy Schouten,nl NED,MF,Bologna,25-067,1997,7.0,291,349,83.4,5314,1606,125,138,90.6,131,158,82.9,29,38,76.3,1,0.4,+0.6,6,28,5,0,30,Matches
487,Demba Seck,sn SEN,MF,Torino,21-038,2001,0.1,1,1,100.0,33,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
488,Stefano Sensi,it ITA,MF,Inter,26-227,1995,1.9,106,124,85.5,1791,310,65,72,90.3,30,37,81.1,11,13,84.6,0,0.3,-0.3,4,8,1,1,5,Matches
489,Stefano Sensi,it ITA,MFFW,Sampdoria,26-227,1995,4.1,147,179,82.1,2804,520,56,66,84.8,66,72,91.7,21,31,67.7,0,0.5,-0.5,6,9,3,0,10,Matches
490,Luigi Sepe,it ITA,GK,Salernitana,30-316,1991,6.0,156,222,70.3,5770,4328,26,26,100.0,50,51,98.0,79,144,54.9,0,0.0,0.0,0,5,0,0,0,Matches
491,Laurens Serpe,it ITA,DF,Genoa,21-041,2001,0.5,27,32,84.4,538,100,8,8,100.0,16,16,100.0,3,6,50.0,0,0.0,0.0,0,3,0,0,2,Matches
492,Stephan El Shaarawy,it ITA,DFFW,Roma,29-144,1992,8.6,342,412,83.0,6207,1719,160,185,86.5,144,170,84.7,37,49,75.5,0,1.6,-1.6,18,16,23,4,40,Matches
493,Aimar Sher,se SWE,MF,Spezia,19-090,2002,0.5,18,19,94.7,318,100,9,9,100.0,6,6,100.0,2,2,100.0,0,0.0,0.0,0,1,1,0,3,Matches
494,Eldor Shomurodov,uz UZB,FW,Roma,26-264,1995,6.9,121,181,66.9,1780,474,71,100,71.0,35,50,70.0,9,15,60.0,3,1.5,+1.5,13,9,6,3,7,Matches
495,Alassane Sidibe,ci CIV,FW,Atalanta,19-284,2002,0.1,2,3,66.7,24,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
496,Arnór Sigurðsson,is ISL,MFFW,Venezia,22-309,1999,2.0,39,50,78.0,517,129,24,30,80.0,13,14,92.9,1,4,25.0,0,0.0,0.0,2,2,1,0,7,Matches
497,Adrien Silva,pt POR,MF,Sampdoria,33-005,1989,12.0,514,605,85.0,10595,2494,175,205,85.4,240,261,92.0,89,116,76.7,1,0.5,+0.5,8,40,6,2,48,Matches
498,Marco Silvestri,it ITA,GK,Udinese,31-018,1991,27.0,493,737,66.9,16102,10997,96,98,98.0,198,198,100.0,198,440,45.0,0,0.1,-0.1,2,10,0,0,0,Matches
499,Giovanni Simeone,ar ARG,FW,Hellas Verona,26-258,1995,21.1,358,511,70.1,4752,690,233,301,77.4,83,118,70.3,20,34,58.8,2,1.2,+0.8,13,17,11,2,17,Matches
500,Giovanni Simeone,ar ARG,FW,Cagliari,26-258,1995,0.1,2,4,50.0,24,10,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
501,Wilfried Singo,ci CIV,DF,Torino,21-085,2000,23.4,880,1155,76.2,15768,5486,380,441,86.2,403,511,78.9,82,146,56.2,3,2.2,+0.8,22,38,34,14,79,Matches
502,Salvatore Sirigu,it ITA,GK,Genoa,35-067,1987,30.0,686,1026,66.9,22755,14606,111,112,99.1,239,243,98.4,331,664,49.8,0,0.0,0.0,0,7,0,0,0,Matches
503,Leo Skiri Østigård,no NOR,DF,Genoa,22-112,1999,6.0,185,258,71.7,3808,1745,72,86,83.7,80,107,74.8,33,63,52.4,0,0.0,0.0,0,9,0,0,18,Matches
504,Łukasz Skorupski,pl POL,GK,Bologna,30-319,1991,28.0,706,950,74.3,20653,12357,134,135,99.3,236,239,98.7,291,530,54.9,0,0.0,0.0,0,3,0,0,0,Matches
505,Andreas Skov Olsen,dk DEN,DFFW,Bologna,22-081,1999,8.3,301,393,76.6,4789,1590,162,183,88.5,109,136,80.1,28,61,45.9,1,0.4,+0.6,9,12,7,7,22,Matches
506,Milan Škriniar,sk SVK,DF,Inter,27-037,1995,26.0,1474,1585,93.0,29721,8058,523,558,93.7,734,767,95.7,208,240,86.7,0,0.5,-0.5,8,64,11,2,64,Matches
507,Chris Smalling,eng ENG,DF,Roma,32-118,1989,16.2,633,720,87.9,14608,3367,113,131,86.3,398,426,93.4,119,153,77.8,0,0.1,-0.1,1,17,0,0,20,Matches
508,Brandon Soppy,fr FRA,DFMF,Udinese,20-027,2002,6.6,124,176,70.5,1948,754,62,77,80.5,50,64,78.1,8,17,47.1,0,0.1,-0.1,4,7,6,1,15,Matches
509,Roberto Soriano,it ITA,MFFW,Bologna,31-040,1991,22.6,768,947,81.1,11886,3866,417,469,88.9,270,328,82.3,55,91,60.4,2,2.4,-0.4,33,74,33,6,93,Matches
510,Riccardo Sottil,it ITA,FW,Fiorentina,22-290,1999,12.5,270,347,77.8,5233,777,113,128,88.3,120,153,78.4,35,50,70.0,2,1.8,+0.2,12,8,17,6,23,Matches
511,Matìas Soulé,ar ARG,FW,Juventus,18-339,2003,0.1,7,7,100.0,139,22,2,2,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,1,Matches
512,Adama Soumaoro,fr FRA,DF,Bologna,29-275,1992,17.3,668,745,89.7,12070,3834,267,294,90.8,321,349,92.0,67,82,81.7,0,0.1,-0.1,1,36,1,0,39,Matches
513,Marco Sportiello,it ITA,GK,Atalanta,29-314,1992,4.0,78,107,72.9,2225,1193,6,6,100.0,43,44,97.7,27,54,50.0,0,0.0,0.0,0,0,0,0,0,Matches
514,Luca Stanga,it ITA,DF,Milan,20-056,2002,0.0,2,2,100.0,37,1,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
515,Petar Stojanović,si SVN,DF,Empoli,26-164,1995,23.7,1096,1405,78.0,20051,8502,493,550,89.6,482,587,82.1,117,214,54.7,1,2.5,-1.5,25,71,50,14,128,Matches
516,Thomas Strakosha,al ALB,GK,Lazio,27-001,1995,14.0,359,432,83.1,9477,5277,95,95,100.0,112,115,97.4,142,211,67.3,0,0.0,0.0,0,2,1,0,1,Matches
517,Stefan Strandberg,no NOR,DF,Salernitana,31-238,1990,10.4,432,511,84.5,10289,4737,110,124,88.7,205,232,88.4,114,145,78.6,0,0.3,-0.3,3,34,3,1,40,Matches
518,Dávid Strelec,sk SVK,FWMF,Spezia,20-350,2001,5.3,96,128,75.0,1528,389,52,67,77.6,28,37,75.7,10,14,71.4,0,0.8,-0.8,6,5,5,1,10,Matches
519,Kevin Strootman,nl NED,MF,Cagliari,32-035,1990,7.1,293,358,81.8,5777,1529,112,132,84.8,127,138,92.0,48,73,65.8,0,0.2,-0.2,3,28,1,1,28,Matches
520,Jens Stryger Larsen,dk DEN,DF,Udinese,31-027,1991,7.6,219,291,75.3,3620,1479,113,126,89.7,80,106,75.5,19,48,39.6,1,0.9,+0.1,11,10,5,2,11,Matches
521,Leo Štulac,si SVN,MF,Empoli,27-175,1994,6.9,291,368,79.1,5878,1892,98,107,91.6,142,159,89.3,43,85,50.6,2,0.4,+1.6,7,29,6,1,31,Matches
522,Stefano Sturaro,it ITA,MF,Genoa,29-011,1993,17.8,341,531,64.2,5810,2084,162,217,74.7,121,175,69.1,41,84,48.8,0,0.5,-0.5,6,22,10,3,42,Matches
523,Isaac Success,ng NGA,FWMF,Udinese,26-072,1996,6.1,113,177,63.8,1922,413,58,86,67.4,37,54,68.5,13,23,56.5,2,1.5,+0.5,9,7,4,1,10,Matches
524,Vladyslav Supriaha,ua UKR,FW,Sampdoria,22-033,2000,0.2,3,4,75.0,37,3,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
525,Bosko Sutalo,hr CRO,DF,Hellas Verona,22-078,2000,6.7,267,329,81.2,4896,1487,122,142,85.9,96,118,81.4,43,58,74.1,0,0.0,0.0,1,14,2,2,20,Matches
526,Mattias Svanberg,se SWE,MF,Bologna,23-074,1999,22.9,620,852,72.8,10991,3266,321,367,87.5,187,257,72.8,89,175,50.9,2,2.5,-0.5,27,62,23,6,61,Matches
527,Michael Svoboda,at AUT,DF,Venezia,23-156,1998,9.6,387,445,87.0,8555,3191,114,122,93.4,197,210,93.8,75,101,74.3,0,0.0,0.0,0,20,1,0,30,Matches
528,Wojciech Szczęsny,pl POL,GK,Juventus,31-336,1990,26.0,646,791,81.7,19018,10017,88,89,98.9,294,296,99.3,260,400,65.0,0,0.1,-0.1,2,1,0,0,0,Matches
529,Adrien Tameze,cm CMR,MFDF,Hellas Verona,28-044,1994,20.2,745,936,79.6,13200,4115,343,401,85.5,299,359,83.3,84,136,61.8,2,1.1,+0.9,18,65,15,4,88,Matches
530,Ciprian Tătărușanu,ro ROU,GK,Milan,36-039,1986,6.0,162,206,78.6,4995,3138,24,24,100.0,75,75,100.0,63,107,58.9,0,0.0,0.0,0,0,0,0,0,Matches
531,Pietro Terracciano,it ITA,GK,Fiorentina,32-012,1990,22.8,894,1099,81.3,27292,14197,120,121,99.2,379,383,99.0,393,591,66.5,0,0.0,0.0,1,12,0,0,1,Matches
532,Aleksa Terzić,rs SRB,DF,Fiorentina,22-215,1999,2.5,171,205,83.4,3287,1165,74,78,94.9,71,81,87.7,25,41,61.0,1,0.4,+0.6,4,6,7,5,10,Matches
533,Tanner Tessmann,us USA,MF,Venezia,20-177,2001,6.7,152,200,76.0,3177,897,64,77,83.1,57,68,83.8,29,47,61.7,0,0.1,-0.1,3,18,1,0,16,Matches
534,Arthur Theate,be BEL,DF,Bologna,21-299,2000,20.0,955,1147,83.3,19382,7013,345,376,91.8,463,519,89.2,143,229,62.4,1,0.2,+0.8,4,93,8,2,71,Matches
535,Morten Thorsby,no NOR,MF,Sampdoria,25-319,1996,24.7,529,735,72.0,7639,2520,309,388,79.6,168,234,71.8,26,55,47.3,1,0.9,+0.1,10,49,10,0,66,Matches
536,Jeremy Toljan,de GER,DF,Sassuolo,27-224,1994,15.1,723,821,88.1,12494,4043,347,372,93.3,293,328,89.3,73,101,72.3,1,1.1,-0.1,13,32,11,4,38,Matches
537,Rafael Tolói,it ITA,DF,Atalanta,31-161,1990,14.9,733,876,83.7,15063,5479,253,276,91.7,366,408,89.7,112,168,66.7,1,0.5,+0.5,8,80,7,2,66,Matches
538,Takehiro Tomiyasu,jp JPN,DF,Bologna,23-135,1998,0.1,3,3,100.0,93,83,0,0,,1,1,100.0,2,2,100.0,0,0.0,0.0,1,0,1,1,0,Matches
539,Fikayo Tomori,eng ENG,DF,Milan,24-091,1997,22.4,1125,1264,89.0,24490,7525,254,275,92.4,658,698,94.3,197,268,73.5,0,0.0,0.0,1,46,0,0,51,Matches
540,Sandro Tonali,it ITA,MF,Milan,21-316,2000,21.8,964,1170,82.4,19822,5281,357,391,91.3,393,433,90.8,191,308,62.0,2,2.6,-0.6,34,95,18,5,78,Matches
541,Lorenzo Tonelli,it ITA,DF,Empoli,32-062,1990,9.2,453,532,85.2,9890,3856,123,135,91.1,238,256,93.0,85,128,66.4,0,0.2,-0.2,4,37,6,0,45,Matches
542,Ernesto Torregrossa,it ITA,FW,Sampdoria,29-265,1992,1.3,31,46,67.4,595,131,17,21,81.0,9,14,64.3,5,7,71.4,0,0.1,-0.1,2,4,1,0,3,Matches
543,Lucas Torreira,uy URU,MF,Fiorentina,26-037,1996,20.5,1005,1154,87.1,21602,4726,299,333,89.8,498,547,91.0,197,247,79.8,1,1.3,-0.3,18,69,15,1,94,Matches
544,Abdoulaye Touré,fr FRA,MF,Genoa,28-017,1994,4.8,137,173,79.2,2207,378,70,78,89.7,51,66,77.3,12,21,57.1,0,0.0,0.0,0,12,0,0,8,Matches
545,Simone Trimboli,it ITA,MF,Sampdoria,19-335,2002,0.1,11,11,100.0,207,73,5,5,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,2,1,0,4,Matches
546,Axel Tuanzebe,eng ENG,DF,Napoli,24-126,1997,0.1,4,4,100.0,82,49,1,1,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Matches
547,Iyenoma Udogie,it ITA,DF,Udinese,19-112,2002,19.2,498,620,80.3,7177,2771,277,319,86.8,183,232,78.9,15,24,62.5,1,1.0,0.0,15,26,11,2,41,Matches
548,Maximilian Ullmann,at AUT,DF,Venezia,25-276,1996,1.2,8,17,47.1,182,105,5,7,71.4,0,2,0.0,3,7,42.9,0,0.0,0.0,0,2,0,0,2,Matches
549,Antonio Vacca,it ITA,MF,Venezia,31-311,1990,9.4,488,563,86.7,10512,2940,140,155,90.3,239,260,91.9,101,130,77.7,0,0.0,0.0,2,40,6,0,33,Matches
550,Zinho Vanheusden,be BEL,DF,Genoa,22-234,1999,11.0,332,414,80.2,6881,2067,115,134,85.8,163,183,89.1,52,87,59.8,0,0.1,-0.1,1,21,0,0,20,Matches
551,Johan Vásquez,mx MEX,DF,Genoa,23-149,1998,20.1,672,918,73.2,13746,5100,211,257,82.1,361,432,83.6,97,193,50.3,0,0.1,-0.1,3,50,2,0,44,Matches
552,Denis Vavro,sk SVK,DF,Lazio,25-344,1996,0.1,6,6,100.0,97,40,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
553,Matías Vecino,uy URU,MF,Inter,30-208,1991,4.2,162,209,77.5,2792,961,82,94,87.2,59,75,78.7,16,27,59.3,0,0.8,-0.8,4,24,9,1,31,Matches
