name,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
Hugo Magnetti,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,3-yrs,150000,90000,124982,74989,169818,101891,Starter,M,CM,23,France,Brest
Salis Abdul Samed,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,4-yrs,200000,120000,166643,99986,226424,135855,Starter,M,DM,21,Ghana,Clermont
Moïse Sahi Dion,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,4-yrs,200000,120000,166643,99986,226424,135855,Reserve,F,SS,20,Cote d&#39;Ivoire,Strasbourg
Issouf Sissokho,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,3-yrs,150000,90000,124982,74989,169818,101891,Reserve,M,CM,20,Mali,Bordeaux
Papa Ndiaga Yade,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,3-yrs,150000,90000,124982,74989,169818,101891,Reserve,F,LW,22,Senegal,Metz
Félix Lemaréchal,961.5384615384615,50000,769.2307692307693,40000,801.1730769230769,41661,640.9423076923077,33329,1088.576923076923,56606,870.8653846153846,45285,3-yrs,150000,120000,124982,99986,169818,135855,Reserve,M,CM,18,France,Monaco
Fred Gnalega,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,4-yrs,200000,120000,166643,99986,226424,135855,Reserve,M,DM,20,Cote d&#39;Ivoire,Clermont
Lucas Da Cunha,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,1-yr,50000,30000,41661,24996,56606,33964,Reserve,F,LW,20,France,Clermont
Nicholas Gioacchini,961.5384615384615,50000,576.9230769230769,30000,801.1730769230769,41661,480.6923076923077,24996,1088.576923076923,56606,653.1538461538462,33964,1-yr,50000,30000,41661,24996,56606,33964,Starter,F,CF,21,United States,Montpellier
David Oberhauser,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,2-yrs,80000,40000,66657,33329,90570,45285,Reserve,K,GK,31,France,Metz
Nathanaël Mbuku,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,2-yrs,80000,40000,66657,33329,90570,45285,Starter,F,LW,19,France,Reims
Dango Ouattara,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,3-yrs,120000,60000,99986,49993,135855,67927,Reserve,F,RW,19,Burkina Faso,Lorient
Eliot Matazo,769.2307692307693,40000,576.9230769230769,30000,640.9423076923077,33329,480.6923076923077,24996,870.8653846153846,45285,653.1538461538462,33964,5-yrs,200000,150000,166643,124982,226424,169818,Reserve,M,CM,19,Belgium,Monaco
Marshall Munetsi,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,3-yrs,120000,60000,99986,49993,135855,67927,Reserve,M,DM,25,Zimbabwe,Reims
Bradley Locko,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,3-yrs,120000,60000,99986,49993,135855,67927,Reserve,D,LB,19,France,Reims
Enzo Ebosse,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,2-yrs,80000,40000,66657,33329,90570,45285,Reserve,D,LB,22,Cameroon,Angers
Benrandy Abdallah,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,1-yr,40000,20000,33329,16664,45285,22642,Reserve,D,RB,22,France,Troyes
Bamba Dieng,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,3-yrs,120000,60000,99986,49993,135855,67927,Reserve,F,CF,21,Senegal,Marseille
Evann Guessand,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,5-yrs,200000,100000,166643,83321,226424,113212,Reserve,F,CF,20,France,Nice
Lesley Ugochukwu,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,3-yrs,120000,60000,99986,49993,135855,67927,Reserve,M,DM,17,France,Rennes
Léo Pétrot,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,2-yrs,80000,40000,66657,33329,90570,45285,Reserve,D,LB,24,France,Lorient
Flavius Daniliuc,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,3-yrs,120000,60000,99986,49993,135855,67927,Starter,D,CB,20,Austria,Nice
Thomas Callens,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,2-yrs,80000,40000,66657,33329,90570,45285,Reserve,K,GK,23,France,Lorient
Lenny Joseph,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,3-yrs,120000,60000,99986,49993,135855,67927,Reserve,F,CF,21,France,Metz
Josué Albert,769.2307692307693,40000,384.61538461538464,20000,640.9423076923077,33329,320.46153846153845,16664,870.8653846153846,45285,435.4230769230769,22642,1-yr,40000,20000,33329,16664,45285,22642,Reserve,D,CB,30,French Guiana,Clermont
Théo Le Bris,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,2-yrs,60000,40000,49993,33329,67927,45285,Reserve,D,RB,19,France,Lorient
Grégoire Coudert,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,1-yr,30000,20000,24996,16664,33964,22642,Reserve,K,GK,22,France,Brest
Andy Diouf,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,3-yrs,90000,60000,74989,49993,101891,67927,Reserve,M,CM,18,France,Rennes
Sambou Sissoko,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,1-yr,30000,20000,24996,16664,33964,22642,Reserve,M,DM,22,France,Reims
Warmed Omari,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,5-yrs,150000,100000,124982,83321,169818,113212,Starter,D,CB,21,France,Rennes
Teddy Bartouche,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,1-yr,30000,20000,24996,16664,33964,22642,Reserve,K,GK,24,France,Lorient
Yehvann Diouf,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,3-yrs,90000,60000,74989,49993,101891,67927,Reserve,K,GK,22,France,Reims
Amadou Traoré,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,1-yr,30000,20000,24996,16664,33964,22642,Reserve,F,RW,19,France,Bordeaux
Boubacar Traoré,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,3-yrs,90000,60000,74989,49993,101891,67927,Starter,M,CM,20,Mali,Metz
Yohann Magnin,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,2-yrs,60000,40000,49993,33329,67927,45285,Starter,M,DM,24,France,Clermont
Ousmane Ba,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,4-yrs,120000,80000,99986,66657,135855,90570,Reserve,K,GK,19,Senegal,Metz
Giulian Biancone,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,5-yrs,150000,100000,124982,83321,169818,113212,Reserve,D,RB,21,France,Troyes
Khéphren Thuram,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,4-yrs,120000,80000,99986,66657,135855,90570,Starter,M,DM,20,France,Nice
Danylo Ignatenko,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,1-yr,30000,20000,24996,16664,33964,22642,Reserve,M,CM,24,Ukraine,Bordeaux
Redwan Bourlès,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,2-yrs,60000,40000,49993,33329,67927,45285,Reserve,M,LM,19,France,Lorient
David Costa,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,3-yrs,90000,60000,74989,49993,101891,67927,Reserve,F,AM,21,Portugal,Lens
Béni Makouana,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,4-yrs,120000,80000,99986,66657,135855,90570,Reserve,F,CF,19,Congo,Montpellier
Rafiki Saïd,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,2-yrs,60000,40000,49993,33329,67927,45285,Reserve,F,CF,21,Comoros,Brest
Sébastien Renot,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,1-yr,30000,20000,24996,16664,33964,22642,Reserve,K,GK,32,France,Troyes
Anthony Caci,576.9230769230769,30000,384.61538461538464,20000,480.6923076923077,24996,320.46153846153845,16664,653.1538461538462,33964,435.4230769230769,22642,1-yr,30000,20000,24996,16664,33964,22642,Starter,D,LB,24,France,Strasbourg
Mathys Tel,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,LW,16,France,Rennes
Matis Carvalho,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,K,GK,22,Portugal,Montpellier
Dylan Chambost,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Starter,F,AM,24,France,Troyes
Metinho,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,5-yrs,100000,50000,83321,41661,113212,56606,Reserve,M,CM,18,Brazil,Troyes
Mohamed-Ali Cho,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,F,CF,18,France,Angers
Paolo Sciortino,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,M,DM,18,France,Marseille
Yanis Guermouche,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,F,CF,20,France,Montpellier
Ibrahima Baldé,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,CF,19,France,Lens
Yasser Larouci,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,5-yrs,100000,50000,83321,41661,113212,56606,Reserve,D,LB,21,Algeria,Troyes
Naël Jaby,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,AM,20,France,Clermont
Oussama Targhalline,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,M,CM,19,Morocco,Marseille
Ouparine Djoco,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,4-yrs,80000,40000,66657,33329,90570,45285,Starter,K,GK,23,France,Clermont
Ilan Kebbal,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,AM,23,Algeria,Reims
Nassim Chadli,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,CF,20,Morocco,Troyes
Noé Sow,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,D,CB,23,France,Brest
Thibault Tamas,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,D,LB,20,France,Montpellier
Abdoulaye Sylla,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,D,CB,21,Guinea,Nantes
Lenny Lacroix,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,D,CB,18,France,Metz
Noah Fatar,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,F,RW,19,France,Angers
Kouadio Ange Ahoussou,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,D,CB,18,Cote d&#39;Ivoire,Nice
Teddy Boulhendi,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,K,GK,20,Algeria,Nice
Kévin Boma,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,D,CB,19,France,Angers
Loum Tchaouna,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,LW,18,France,Rennes
Aymeric Ahmed,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,F,AM,18,France,Strasbourg
Lucas Margueron,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,K,GK,20,France,Clermont
Valentino Lesieur,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,K,GK,18,Portugal,Lens
Bilal Nadir,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,M,CM,18,France,Marseille
Justin Smith,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,5-yrs,100000,50000,83321,41661,113212,56606,Reserve,D,CB,18,Canada,Nice
Salim Ben Seghir,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,LW,18,France,Marseille
Mamadou Camara,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,M,CM,19,Senegal,Lens
Gor Manvelyan,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,F,AM,19,France,Nantes
Ryan Bouallak,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,K,GK,22,France,Troyes
Zinédine Ould Khaled,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,M,DM,22,France,Angers
Waniss Taïbi,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Reserve,F,AM,19,France,Angers
Marcin Bulka,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,1-yr,20000,10000,16664,8332,22642,11321,Starter,K,GK,22,Poland,Nice
Habib Diarra,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,3-yrs,60000,30000,49993,24996,67927,33964,Reserve,M,DM,18,France,Strasbourg
Brandon Dominguès,384.61538461538464,20000,192.30769230769232,10000,320.46153846153845,16664,160.23076923076923,8332,435.4230769230769,22642,217.71153846153845,11321,2-yrs,40000,20000,33329,16664,45285,22642,Reserve,M,CM,21,France,Troyes
